team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.787,0.141,0.051,0.012,0.006,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.123,0.366,0.206,0.129,0.081,0.048,0.02,0.012,0.008,0.004,0.002,0.001,0.0,0.0,0.0
NYK,0.059,0.219,0.249,0.172,0.104,0.075,0.044,0.037,0.017,0.009,0.01,0.004,0.0,0.001,0.0
IND,0.015,0.12,0.164,0.195,0.139,0.115,0.088,0.062,0.04,0.026,0.022,0.01,0.003,0.001,0.0
ORL,0.006,0.054,0.098,0.12,0.172,0.144,0.125,0.095,0.062,0.052,0.031,0.018,0.014,0.009,0.0
MIA,0.004,0.043,0.074,0.099,0.104,0.122,0.149,0.128,0.083,0.072,0.056,0.026,0.021,0.015,0.004
MIL,0.002,0.027,0.077,0.091,0.145,0.144,0.129,0.103,0.099,0.072,0.042,0.038,0.02,0.009,0.002
PHI,0.002,0.021,0.041,0.088,0.104,0.114,0.135,0.117,0.111,0.093,0.082,0.044,0.029,0.018,0.001
CHI,0.002,0.005,0.017,0.032,0.041,0.064,0.09,0.089,0.124,0.13,0.126,0.106,0.08,0.062,0.032
ATL,0.0,0.002,0.01,0.019,0.041,0.059,0.068,0.109,0.109,0.12,0.126,0.11,0.092,0.083,0.052
DET,0.0,0.001,0.006,0.018,0.023,0.037,0.064,0.081,0.108,0.127,0.125,0.128,0.111,0.101,0.07
WAS,0.0,0.001,0.0,0.004,0.006,0.008,0.012,0.02,0.03,0.042,0.065,0.087,0.148,0.219,0.358
BRK,0.0,0.0,0.004,0.012,0.016,0.028,0.026,0.053,0.082,0.085,0.098,0.135,0.159,0.164,0.138
CHO,0.0,0.0,0.002,0.005,0.008,0.017,0.024,0.041,0.069,0.09,0.096,0.151,0.169,0.158,0.17
TOR,0.0,0.0,0.001,0.004,0.01,0.023,0.025,0.053,0.058,0.078,0.119,0.142,0.154,0.16,0.173
