team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.769,0.139,0.044,0.024,0.01,0.008,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0
GSW,0.072,0.269,0.143,0.125,0.099,0.07,0.075,0.053,0.033,0.025,0.022,0.008,0.005,0.001,0.0
DEN,0.033,0.084,0.111,0.112,0.097,0.104,0.081,0.097,0.095,0.066,0.066,0.021,0.02,0.009,0.004
MIN,0.025,0.089,0.11,0.103,0.127,0.108,0.09,0.081,0.074,0.076,0.059,0.039,0.012,0.006,0.001
HOU,0.023,0.082,0.104,0.106,0.107,0.103,0.1,0.095,0.076,0.075,0.058,0.041,0.02,0.008,0.002
PHO,0.02,0.087,0.114,0.116,0.106,0.104,0.106,0.087,0.094,0.066,0.046,0.03,0.017,0.007,0.0
LAL,0.018,0.056,0.075,0.09,0.102,0.096,0.105,0.115,0.093,0.079,0.071,0.047,0.032,0.018,0.003
DAL,0.014,0.084,0.115,0.116,0.108,0.098,0.097,0.092,0.083,0.074,0.051,0.03,0.029,0.009,0.0
MEM,0.014,0.056,0.076,0.083,0.087,0.105,0.092,0.09,0.11,0.088,0.087,0.059,0.029,0.023,0.001
SAC,0.011,0.043,0.08,0.086,0.09,0.097,0.102,0.104,0.105,0.1,0.071,0.065,0.032,0.011,0.003
LAC,0.001,0.006,0.015,0.018,0.04,0.039,0.054,0.062,0.08,0.108,0.145,0.156,0.144,0.099,0.033
SAS,0.0,0.004,0.01,0.013,0.016,0.043,0.055,0.068,0.081,0.112,0.136,0.166,0.16,0.109,0.027
NOP,0.0,0.001,0.003,0.006,0.008,0.019,0.027,0.036,0.051,0.084,0.105,0.192,0.218,0.167,0.083
POR,0.0,0.0,0.0,0.002,0.003,0.004,0.009,0.016,0.019,0.035,0.063,0.107,0.162,0.319,0.261
UTA,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.003,0.006,0.011,0.02,0.039,0.12,0.214,0.582
