team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.699,0.157,0.053,0.047,0.016,0.013,0.005,0.004,0.002,0.003,0.0,0.0,0.001,0.0,0.0
BOS,0.677,0.196,0.075,0.033,0.015,0.002,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0
CLE,0.172,0.318,0.199,0.135,0.088,0.033,0.027,0.013,0.007,0.005,0.002,0.001,0.0,0.0,0.0
DAL,0.073,0.153,0.15,0.125,0.118,0.091,0.077,0.072,0.048,0.036,0.034,0.014,0.009,0.0,0.0
IND,0.06,0.162,0.186,0.157,0.132,0.089,0.09,0.04,0.035,0.022,0.016,0.004,0.005,0.002,0.0
NYK,0.053,0.145,0.191,0.206,0.128,0.098,0.068,0.047,0.032,0.012,0.015,0.003,0.001,0.0,0.001
GSW,0.05,0.147,0.163,0.115,0.12,0.088,0.09,0.072,0.045,0.052,0.033,0.013,0.006,0.006,0.0
MIN,0.05,0.123,0.11,0.109,0.108,0.103,0.091,0.08,0.062,0.073,0.041,0.026,0.014,0.008,0.002
PHO,0.035,0.12,0.128,0.116,0.108,0.114,0.09,0.068,0.078,0.056,0.034,0.025,0.014,0.008,0.006
DEN,0.035,0.102,0.105,0.111,0.087,0.096,0.096,0.077,0.084,0.071,0.054,0.052,0.016,0.011,0.003
SAC,0.026,0.073,0.088,0.104,0.105,0.102,0.112,0.095,0.093,0.072,0.05,0.037,0.025,0.015,0.003
MEM,0.011,0.047,0.059,0.068,0.078,0.11,0.098,0.106,0.096,0.092,0.081,0.069,0.051,0.029,0.005
MIA,0.011,0.042,0.066,0.091,0.114,0.151,0.128,0.103,0.096,0.081,0.043,0.034,0.028,0.004,0.008
MIL,0.01,0.04,0.073,0.089,0.097,0.121,0.13,0.133,0.084,0.077,0.062,0.038,0.029,0.011,0.006
HOU,0.01,0.035,0.084,0.086,0.108,0.096,0.094,0.114,0.105,0.076,0.077,0.056,0.038,0.019,0.002
ORL,0.009,0.053,0.105,0.122,0.165,0.137,0.101,0.1,0.07,0.054,0.038,0.022,0.016,0.008,0.0
LAL,0.007,0.023,0.039,0.062,0.059,0.075,0.084,0.095,0.117,0.117,0.098,0.098,0.067,0.043,0.016
PHI,0.005,0.026,0.054,0.075,0.077,0.113,0.121,0.137,0.111,0.103,0.069,0.05,0.029,0.024,0.006
LAC,0.003,0.008,0.008,0.026,0.041,0.04,0.061,0.069,0.086,0.104,0.121,0.149,0.133,0.1,0.051
ATL,0.002,0.004,0.017,0.023,0.055,0.063,0.082,0.115,0.113,0.112,0.117,0.104,0.093,0.053,0.047
SAS,0.001,0.006,0.006,0.018,0.023,0.029,0.042,0.068,0.071,0.093,0.128,0.127,0.156,0.155,0.077
DET,0.001,0.004,0.004,0.014,0.032,0.037,0.06,0.053,0.087,0.101,0.154,0.128,0.122,0.118,0.085
CHI,0.0,0.007,0.011,0.028,0.048,0.061,0.056,0.091,0.111,0.112,0.112,0.099,0.105,0.095,0.064
NOP,0.0,0.005,0.007,0.008,0.023,0.037,0.042,0.057,0.067,0.098,0.146,0.164,0.171,0.122,0.053
TOR,0.0,0.002,0.002,0.007,0.01,0.013,0.03,0.041,0.07,0.075,0.101,0.138,0.14,0.172,0.199
BRK,0.0,0.001,0.007,0.008,0.016,0.028,0.039,0.06,0.066,0.089,0.094,0.136,0.149,0.159,0.148
POR,0.0,0.001,0.0,0.004,0.006,0.005,0.014,0.017,0.034,0.039,0.075,0.104,0.176,0.243,0.282
CHO,0.0,0.0,0.008,0.007,0.018,0.036,0.053,0.04,0.075,0.107,0.116,0.139,0.139,0.147,0.115
WAS,0.0,0.0,0.002,0.005,0.005,0.018,0.014,0.027,0.043,0.049,0.061,0.104,0.144,0.207,0.321
UTA,0.0,0.0,0.0,0.001,0.0,0.001,0.004,0.006,0.012,0.018,0.028,0.066,0.123,0.241,0.5
