team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.816,0.125,0.04,0.01,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAL,0.086,0.318,0.211,0.13,0.089,0.065,0.036,0.035,0.01,0.009,0.008,0.003,0.0,0.0,0.0
MEM,0.035,0.133,0.168,0.142,0.132,0.109,0.09,0.073,0.052,0.032,0.02,0.013,0.001,0.0,0.0
MIN,0.022,0.103,0.114,0.159,0.12,0.133,0.1,0.084,0.069,0.063,0.023,0.006,0.004,0.0,0.0
HOU,0.016,0.113,0.135,0.132,0.146,0.107,0.094,0.077,0.081,0.043,0.035,0.02,0.001,0.0,0.0
DEN,0.012,0.079,0.111,0.138,0.115,0.112,0.119,0.093,0.08,0.086,0.039,0.014,0.002,0.0,0.0
GSW,0.005,0.054,0.066,0.084,0.105,0.111,0.126,0.117,0.116,0.081,0.082,0.04,0.011,0.002,0.0
PHO,0.004,0.035,0.074,0.074,0.095,0.112,0.122,0.105,0.114,0.116,0.087,0.052,0.01,0.0,0.0
LAC,0.002,0.009,0.016,0.027,0.032,0.058,0.077,0.102,0.114,0.161,0.175,0.165,0.052,0.009,0.001
LAL,0.001,0.014,0.025,0.035,0.059,0.086,0.102,0.116,0.145,0.131,0.147,0.097,0.034,0.005,0.003
SAC,0.001,0.013,0.037,0.056,0.082,0.083,0.095,0.118,0.124,0.13,0.144,0.091,0.019,0.006,0.001
SAS,0.0,0.004,0.003,0.013,0.018,0.022,0.038,0.07,0.085,0.127,0.177,0.284,0.108,0.041,0.01
NOP,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.004,0.006,0.029,0.101,0.31,0.322,0.223
POR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.006,0.012,0.024,0.063,0.268,0.339,0.283
UTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.003,0.01,0.051,0.18,0.276,0.479
