team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.707,0.177,0.065,0.024,0.013,0.008,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.145,0.282,0.185,0.118,0.108,0.057,0.039,0.024,0.018,0.011,0.009,0.003,0.001,0.0,0.0
NYK,0.078,0.218,0.229,0.166,0.103,0.074,0.045,0.034,0.017,0.018,0.008,0.006,0.003,0.0,0.001
ORL,0.025,0.085,0.09,0.142,0.136,0.144,0.103,0.092,0.063,0.051,0.035,0.02,0.008,0.006,0.0
IND,0.017,0.082,0.149,0.135,0.143,0.113,0.117,0.08,0.066,0.042,0.028,0.013,0.01,0.004,0.001
MIA,0.009,0.056,0.092,0.127,0.11,0.122,0.121,0.106,0.084,0.058,0.047,0.033,0.021,0.01,0.004
MIL,0.007,0.034,0.061,0.093,0.112,0.111,0.118,0.136,0.116,0.085,0.063,0.037,0.018,0.008,0.001
PHI,0.005,0.035,0.062,0.07,0.105,0.119,0.124,0.108,0.103,0.098,0.061,0.047,0.039,0.018,0.006
ATL,0.003,0.014,0.033,0.027,0.042,0.07,0.089,0.095,0.118,0.116,0.088,0.108,0.09,0.063,0.044
CHO,0.002,0.002,0.005,0.016,0.02,0.025,0.032,0.041,0.086,0.095,0.103,0.138,0.165,0.138,0.132
CHI,0.001,0.009,0.017,0.043,0.06,0.07,0.085,0.101,0.111,0.138,0.105,0.114,0.061,0.059,0.026
WAS,0.001,0.001,0.002,0.005,0.008,0.013,0.021,0.027,0.039,0.05,0.078,0.105,0.153,0.204,0.293
DET,0.0,0.002,0.003,0.019,0.023,0.035,0.044,0.062,0.069,0.094,0.13,0.145,0.12,0.126,0.128
TOR,0.0,0.002,0.002,0.011,0.01,0.018,0.03,0.041,0.054,0.053,0.133,0.125,0.152,0.198,0.171
BRK,0.0,0.001,0.005,0.004,0.007,0.021,0.028,0.051,0.056,0.091,0.112,0.106,0.159,0.166,0.193
