team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.691,0.186,0.045,0.037,0.02,0.008,0.007,0.003,0.003,0.0,0.0,0.0,0.0,0.0,0.0
GSW,0.088,0.183,0.16,0.134,0.121,0.076,0.062,0.067,0.04,0.031,0.02,0.014,0.004,0.0,0.0
DAL,0.038,0.122,0.124,0.117,0.122,0.109,0.088,0.084,0.08,0.058,0.032,0.016,0.006,0.003,0.001
HOU,0.033,0.106,0.109,0.106,0.107,0.11,0.1,0.085,0.065,0.08,0.05,0.032,0.009,0.007,0.001
PHO,0.031,0.055,0.099,0.109,0.097,0.112,0.12,0.102,0.085,0.082,0.062,0.023,0.019,0.004,0.0
DEN,0.03,0.073,0.097,0.083,0.094,0.097,0.094,0.11,0.093,0.077,0.075,0.04,0.033,0.002,0.002
MIN,0.025,0.09,0.102,0.124,0.111,0.086,0.102,0.076,0.096,0.072,0.067,0.036,0.01,0.002,0.001
MEM,0.024,0.052,0.082,0.081,0.093,0.107,0.109,0.096,0.101,0.104,0.065,0.041,0.029,0.016,0.0
LAL,0.021,0.062,0.095,0.091,0.096,0.115,0.091,0.1,0.107,0.09,0.052,0.04,0.028,0.012,0.0
SAC,0.019,0.058,0.073,0.084,0.09,0.099,0.105,0.124,0.101,0.088,0.079,0.04,0.027,0.011,0.002
LAC,0.0,0.011,0.009,0.025,0.019,0.041,0.065,0.074,0.097,0.115,0.14,0.17,0.131,0.084,0.019
SAS,0.0,0.002,0.004,0.008,0.018,0.017,0.032,0.039,0.064,0.093,0.155,0.186,0.206,0.128,0.048
NOP,0.0,0.0,0.001,0.001,0.01,0.016,0.016,0.028,0.044,0.061,0.109,0.2,0.222,0.198,0.094
POR,0.0,0.0,0.0,0.0,0.001,0.005,0.007,0.011,0.016,0.038,0.07,0.113,0.18,0.316,0.243
UTA,0.0,0.0,0.0,0.0,0.001,0.002,0.002,0.001,0.008,0.011,0.024,0.049,0.096,0.217,0.589
