team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
OKC,0.647,0.17,0.083,0.045,0.027,0.011,0.007,0.007,0.001,0.002,0.0,0.0,0.0,0.0,0.0
GSW,0.087,0.166,0.147,0.121,0.105,0.1,0.078,0.077,0.046,0.027,0.026,0.012,0.006,0.002,0.0
DAL,0.063,0.132,0.143,0.152,0.101,0.101,0.077,0.059,0.056,0.043,0.043,0.022,0.008,0.0,0.0
MIN,0.052,0.092,0.11,0.096,0.11,0.096,0.113,0.08,0.094,0.076,0.034,0.029,0.013,0.005,0.0
DEN,0.042,0.096,0.101,0.107,0.113,0.102,0.084,0.081,0.08,0.076,0.06,0.033,0.015,0.007,0.003
HOU,0.038,0.092,0.114,0.092,0.123,0.098,0.111,0.087,0.079,0.062,0.052,0.03,0.015,0.005,0.002
LAL,0.026,0.073,0.067,0.119,0.092,0.116,0.099,0.107,0.085,0.07,0.057,0.054,0.027,0.006,0.002
PHO,0.02,0.064,0.079,0.096,0.091,0.107,0.1,0.095,0.095,0.101,0.073,0.038,0.026,0.014,0.001
MEM,0.015,0.062,0.069,0.069,0.09,0.092,0.103,0.089,0.133,0.101,0.071,0.058,0.034,0.014,0.0
SAC,0.009,0.04,0.061,0.056,0.078,0.084,0.118,0.137,0.102,0.104,0.101,0.061,0.031,0.015,0.003
LAC,0.001,0.008,0.013,0.027,0.04,0.046,0.055,0.074,0.088,0.126,0.142,0.152,0.133,0.069,0.026
SAS,0.0,0.005,0.012,0.018,0.022,0.036,0.04,0.063,0.081,0.125,0.144,0.164,0.142,0.1,0.048
NOP,0.0,0.0,0.001,0.0,0.006,0.004,0.013,0.018,0.03,0.05,0.09,0.18,0.245,0.234,0.129
POR,0.0,0.0,0.0,0.001,0.001,0.007,0.002,0.02,0.026,0.027,0.074,0.117,0.178,0.313,0.234
UTA,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.006,0.004,0.01,0.033,0.05,0.127,0.216,0.552
