team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
BOS,0.683,0.221,0.068,0.019,0.007,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLE,0.217,0.389,0.187,0.1,0.053,0.027,0.009,0.008,0.005,0.004,0.001,0.0,0.0,0.0,0.0
NYK,0.042,0.146,0.239,0.192,0.139,0.084,0.071,0.033,0.024,0.008,0.012,0.008,0.001,0.001,0.0
IND,0.023,0.096,0.178,0.192,0.14,0.119,0.087,0.061,0.045,0.025,0.012,0.013,0.008,0.001,0.0
ORL,0.02,0.071,0.117,0.157,0.168,0.12,0.114,0.086,0.065,0.036,0.021,0.017,0.005,0.003,0.0
MIL,0.006,0.033,0.065,0.107,0.121,0.102,0.132,0.131,0.093,0.083,0.056,0.044,0.019,0.006,0.002
MIA,0.005,0.023,0.069,0.088,0.135,0.163,0.137,0.109,0.088,0.069,0.057,0.024,0.016,0.015,0.002
PHI,0.002,0.009,0.036,0.058,0.08,0.126,0.132,0.127,0.14,0.108,0.087,0.044,0.039,0.008,0.004
ATL,0.001,0.004,0.008,0.019,0.026,0.059,0.065,0.077,0.109,0.107,0.13,0.149,0.112,0.074,0.06
CHI,0.001,0.0,0.013,0.017,0.031,0.057,0.079,0.096,0.11,0.11,0.138,0.115,0.119,0.069,0.045
CHO,0.0,0.003,0.007,0.011,0.029,0.044,0.049,0.079,0.081,0.134,0.126,0.124,0.137,0.11,0.066
DET,0.0,0.003,0.005,0.017,0.036,0.049,0.064,0.081,0.1,0.111,0.125,0.12,0.119,0.105,0.065
BRK,0.0,0.002,0.007,0.015,0.031,0.028,0.046,0.062,0.078,0.102,0.106,0.138,0.14,0.152,0.093
TOR,0.0,0.0,0.001,0.006,0.003,0.019,0.009,0.035,0.045,0.066,0.077,0.122,0.165,0.212,0.24
WAS,0.0,0.0,0.0,0.002,0.001,0.002,0.006,0.014,0.017,0.037,0.052,0.082,0.12,0.244,0.423
