team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,51.69,28.31,0.23,0.42,0.52,0.69,0.98
DEN,53.03,26.97,0.21,0.29,0.43,0.7,0.94
CLE,48.75,31.25,0.11,0.25,0.39,0.64,0.93
MEM,46.06,33.94,0.07,0.09,0.18,0.3,0.69
LAC,45.74,34.26,0.06,0.13,0.16,0.36,0.65
PHO,49.32,30.68,0.06,0.09,0.17,0.42,0.87
GSW,43.72,36.28,0.05,0.07,0.22,0.33,0.6
MIN,45.94,34.06,0.04,0.07,0.15,0.26,0.68
BRK,41.58,38.42,0.03,0.06,0.2,0.33,0.67
LAL,42.11,37.89,0.03,0.04,0.15,0.27,0.49
OKC,44.49,35.51,0.02,0.08,0.19,0.37,0.69
IND,40.87,39.13,0.02,0.07,0.14,0.35,0.68
SAC,44.66,35.34,0.02,0.04,0.1,0.26,0.67
ORL,42.02,37.98,0.01,0.08,0.19,0.4,0.74
DAL,43.39,36.61,0.01,0.05,0.09,0.27,0.54
NOP,44.28,35.72,0.01,0.03,0.11,0.28,0.64
MIL,35.41,44.59,0.01,0.03,0.07,0.23,0.44
HOU,33.13,46.87,0.01,0.01,0.02,0.06,0.19
NYK,42.94,37.06,0.0,0.06,0.19,0.32,0.7
CHI,39.33,40.67,0.0,0.02,0.15,0.3,0.62
DET,33.72,46.28,0.0,0.01,0.01,0.18,0.4
UTA,36.69,43.31,0.0,0.01,0.01,0.07,0.22
CHO,38.12,41.88,0.0,0.0,0.06,0.19,0.55
WAS,34.67,45.33,0.0,0.0,0.04,0.14,0.37
MIA,31.28,48.72,0.0,0.0,0.02,0.09,0.26
SAS,32.98,47.02,0.0,0.0,0.02,0.05,0.13
ATL,34.08,45.92,0.0,0.0,0.01,0.06,0.31
PHI,29.7,50.3,0.0,0.0,0.01,0.06,0.23
TOR,26.15,53.85,0.0,0.0,0.0,0.02,0.12
POR,24.15,55.85,0.0,0.0,0.0,0.0,0.0
