team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,62.717,19.283,0.226,0.328,0.516,0.757,1.0
DEN,55.835,26.165,0.129,0.238,0.401,0.651,1.0
MIL,51.24,30.76,0.097,0.173,0.349,0.635,1.0
CLE,51.042,30.958,0.093,0.183,0.363,0.667,0.995
PHO,46.717,35.283,0.061,0.139,0.253,0.439,0.792
MIN,54.557,27.443,0.059,0.142,0.291,0.53,1.0
OKC,54.374,27.626,0.057,0.116,0.238,0.53,1.0
LAC,50.958,31.042,0.048,0.103,0.231,0.485,0.981
NYK,47.237,34.763,0.043,0.09,0.187,0.455,0.972
PHI,45.01,36.99,0.038,0.076,0.181,0.397,0.873
NOP,48.716,33.284,0.028,0.088,0.189,0.422,0.931
SAC,47.282,34.718,0.024,0.064,0.147,0.332,0.824
DAL,46.424,35.576,0.023,0.053,0.12,0.313,0.736
ORL,46.459,35.541,0.021,0.054,0.134,0.354,0.936
MIA,44.28,37.72,0.019,0.048,0.12,0.288,0.807
GSW,43.186,38.814,0.014,0.033,0.07,0.15,0.355
IND,44.901,37.099,0.009,0.036,0.102,0.312,0.867
LAL,43.611,38.389,0.008,0.022,0.057,0.137,0.345
CHI,40.115,41.885,0.001,0.007,0.035,0.084,0.341
ATL,36.64,45.36,0.001,0.004,0.01,0.043,0.178
HOU,38.7,43.3,0.001,0.002,0.003,0.01,0.035
BRK,33.412,48.588,0.0,0.001,0.003,0.008,0.03
UTA,35.05,46.95,0.0,0.0,0.0,0.001,0.001
TOR,29.925,52.075,0.0,0.0,0.0,0.0,0.001
MEM,29.682,52.318,0.0,0.0,0.0,0.0,0.0
POR,25.104,56.896,0.0,0.0,0.0,0.0,0.0
CHO,22.582,59.418,0.0,0.0,0.0,0.0,0.0
SAS,20.051,61.949,0.0,0.0,0.0,0.0,0.0
DET,17.647,64.353,0.0,0.0,0.0,0.0,0.0
WAS,16.546,65.454,0.0,0.0,0.0,0.0,0.0
