team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,62.185,19.815,0.234,0.344,0.52,0.758,1.0
DEN,54.63,27.37,0.135,0.239,0.369,0.62,0.999
CLE,52.23,29.77,0.098,0.189,0.352,0.66,1.0
MIL,52.166,29.834,0.092,0.17,0.341,0.615,0.999
MIN,54.855,27.145,0.065,0.145,0.273,0.556,1.0
PHO,47.197,34.803,0.065,0.139,0.245,0.433,0.805
OKC,54.014,27.986,0.045,0.113,0.243,0.529,0.999
NYK,46.971,35.029,0.042,0.08,0.179,0.455,0.942
LAC,51.273,30.727,0.037,0.1,0.229,0.496,0.99
PHI,46.01,35.99,0.037,0.072,0.183,0.431,0.926
NOP,47.475,34.525,0.035,0.081,0.172,0.355,0.827
MIA,46.026,35.974,0.026,0.057,0.145,0.365,0.906
GSW,45.145,36.855,0.023,0.062,0.15,0.285,0.614
SAC,46.812,35.188,0.018,0.053,0.138,0.318,0.768
ORL,45.91,36.09,0.013,0.046,0.124,0.317,0.897
IND,44.687,37.313,0.013,0.036,0.118,0.292,0.848
DAL,45.525,36.475,0.012,0.041,0.107,0.248,0.616
LAL,43.571,38.429,0.009,0.026,0.069,0.15,0.362
CHI,38.45,43.55,0.001,0.005,0.027,0.065,0.262
ATL,36.149,45.851,0.0,0.001,0.008,0.029,0.148
UTA,36.343,45.657,0.0,0.001,0.001,0.005,0.008
HOU,36.385,45.615,0.0,0.0,0.004,0.005,0.012
BRK,33.868,48.132,0.0,0.0,0.003,0.012,0.057
TOR,31.752,50.248,0.0,0.0,0.0,0.001,0.015
MEM,30.254,51.746,0.0,0.0,0.0,0.0,0.0
POR,24.409,57.591,0.0,0.0,0.0,0.0,0.0
CHO,23.142,58.858,0.0,0.0,0.0,0.0,0.0
SAS,19.464,62.536,0.0,0.0,0.0,0.0,0.0
DET,16.786,65.214,0.0,0.0,0.0,0.0,0.0
WAS,16.316,65.684,0.0,0.0,0.0,0.0,0.0
