team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.694,26.306,0.236,0.316,0.496,0.78,1.0
PHI,54.372,27.628,0.152,0.221,0.386,0.686,1.0
DEN,53.828,28.172,0.133,0.31,0.485,0.729,1.0
MIL,57.516,24.484,0.12,0.189,0.402,0.73,1.0
CLE,50.681,31.319,0.093,0.164,0.344,0.707,1.0
MEM,50.467,31.533,0.087,0.246,0.436,0.699,1.0
LAC,43.567,38.433,0.041,0.115,0.242,0.472,0.943
SAC,49.356,32.644,0.026,0.097,0.231,0.519,1.0
BRK,46.104,35.896,0.025,0.047,0.135,0.335,0.984
PHO,44.315,37.685,0.021,0.077,0.2,0.505,0.972
GSW,41.671,40.329,0.02,0.057,0.122,0.296,0.714
NYK,47.869,34.131,0.009,0.024,0.094,0.28,0.996
DAL,42.085,39.915,0.008,0.043,0.107,0.302,0.798
MIA,43.53,38.47,0.007,0.013,0.057,0.193,0.792
MIN,39.962,42.038,0.006,0.024,0.051,0.111,0.342
NOP,39.576,42.424,0.005,0.012,0.037,0.093,0.263
TOR,40.42,41.58,0.004,0.012,0.029,0.115,0.424
LAL,40.151,41.849,0.003,0.013,0.048,0.105,0.368
ATL,40.519,41.481,0.002,0.007,0.025,0.088,0.427
CHI,39.154,42.846,0.002,0.006,0.025,0.059,0.265
OKC,40.249,41.751,0.0,0.003,0.028,0.114,0.378
UTA,39.408,42.592,0.0,0.003,0.013,0.054,0.21
WAS,38.098,43.902,0.0,0.001,0.006,0.024,0.1
IND,36.466,45.534,0.0,0.0,0.001,0.003,0.012
POR,36.171,45.829,0.0,0.0,0.0,0.001,0.012
ORL,32.83,49.17,0.0,0.0,0.0,0.0,0.0
CHO,25.304,56.696,0.0,0.0,0.0,0.0,0.0
SAS,21.208,60.792,0.0,0.0,0.0,0.0,0.0
HOU,20.601,61.399,0.0,0.0,0.0,0.0,0.0
DET,18.828,63.172,0.0,0.0,0.0,0.0,0.0
