team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.366,21.634,0.417,0.569,0.752,0.891,1.0
PHI,54.981,27.019,0.15,0.233,0.537,0.801,1.0
MIN,56.077,25.923,0.123,0.292,0.479,0.717,1.0
DEN,52.925,29.075,0.1,0.268,0.435,0.673,0.992
MIL,50.713,31.287,0.03,0.064,0.208,0.576,0.98
HOU,45.263,36.737,0.028,0.065,0.156,0.324,0.73
OKC,50.26,31.74,0.026,0.1,0.221,0.505,0.964
LAC,48.317,33.683,0.026,0.084,0.222,0.505,0.892
CLE,45.492,36.508,0.02,0.036,0.108,0.347,0.857
NYK,46.993,35.007,0.015,0.038,0.135,0.42,0.927
ORL,46.479,35.521,0.015,0.035,0.105,0.365,0.884
GSW,43.0,39.0,0.012,0.034,0.079,0.195,0.506
LAL,43.181,38.819,0.01,0.035,0.088,0.216,0.529
PHO,42.852,39.148,0.009,0.039,0.106,0.253,0.524
NOP,44.026,37.974,0.007,0.023,0.06,0.19,0.586
DAL,43.472,38.528,0.004,0.028,0.067,0.19,0.556
IND,42.186,39.814,0.003,0.01,0.05,0.171,0.592
MIA,44.531,37.469,0.002,0.007,0.053,0.252,0.785
ATL,39.912,42.088,0.002,0.006,0.027,0.077,0.397
SAC,45.272,36.728,0.001,0.032,0.085,0.227,0.699
BRK,39.318,42.682,0.0,0.001,0.015,0.063,0.322
TOR,35.958,46.042,0.0,0.001,0.007,0.02,0.128
CHI,36.544,45.456,0.0,0.0,0.003,0.017,0.128
UTA,33.79,48.21,0.0,0.0,0.002,0.005,0.022
MEM,29.241,52.759,0.0,0.0,0.0,0.0,0.0
CHO,24.988,57.012,0.0,0.0,0.0,0.0,0.0
POR,23.245,58.755,0.0,0.0,0.0,0.0,0.0
SAS,22.438,59.562,0.0,0.0,0.0,0.0,0.0
WAS,19.155,62.845,0.0,0.0,0.0,0.0,0.0
DET,19.025,62.975,0.0,0.0,0.0,0.0,0.0
