team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,63.593,18.407,0.265,0.396,0.56,0.778,1.0
DEN,56.136,25.864,0.134,0.274,0.427,0.677,1.0
MIL,51.445,30.555,0.12,0.211,0.413,0.683,1.0
CLE,49.352,32.648,0.082,0.15,0.317,0.66,1.0
MIN,56.614,25.386,0.065,0.143,0.307,0.563,1.0
PHO,47.191,34.809,0.054,0.112,0.222,0.411,0.81
OKC,55.843,26.157,0.053,0.125,0.246,0.547,1.0
NOP,49.933,32.067,0.043,0.1,0.214,0.455,0.969
LAC,51.307,30.693,0.038,0.094,0.23,0.479,0.994
NYK,48.707,33.293,0.032,0.079,0.216,0.561,0.997
DAL,49.234,32.766,0.026,0.063,0.145,0.4,0.943
PHI,43.833,38.167,0.022,0.05,0.145,0.302,0.849
MIA,44.96,37.04,0.017,0.036,0.098,0.278,0.879
SAC,46.707,35.293,0.015,0.038,0.098,0.23,0.639
LAL,45.137,36.863,0.01,0.023,0.043,0.103,0.326
IND,45.888,36.112,0.009,0.04,0.128,0.348,0.937
ORL,46.625,35.375,0.007,0.029,0.096,0.324,0.967
GSW,44.284,37.716,0.007,0.028,0.064,0.124,0.273
ATL,38.004,43.996,0.001,0.004,0.015,0.036,0.194
CHI,38.741,43.259,0.0,0.005,0.012,0.03,0.177
HOU,42.399,39.601,0.0,0.0,0.004,0.011,0.046
BRK,32.859,49.141,0.0,0.0,0.0,0.0,0.0
UTA,31.642,50.358,0.0,0.0,0.0,0.0,0.0
MEM,28.026,53.974,0.0,0.0,0.0,0.0,0.0
TOR,26.432,55.568,0.0,0.0,0.0,0.0,0.0
POR,21.631,60.369,0.0,0.0,0.0,0.0,0.0
SAS,20.834,61.166,0.0,0.0,0.0,0.0,0.0
CHO,20.667,61.333,0.0,0.0,0.0,0.0,0.0
WAS,16.359,65.641,0.0,0.0,0.0,0.0,0.0
DET,15.617,66.383,0.0,0.0,0.0,0.0,0.0
