team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.935,23.065,0.36,0.502,0.686,0.869,1.0
PHI,53.104,28.896,0.136,0.224,0.451,0.704,0.997
MIN,54.784,27.216,0.115,0.259,0.422,0.716,0.999
DEN,52.001,29.999,0.113,0.224,0.388,0.636,0.993
MIL,49.092,32.908,0.041,0.073,0.199,0.524,0.942
PHO,46.406,35.594,0.03,0.112,0.227,0.44,0.823
ORL,47.822,34.178,0.027,0.051,0.157,0.423,0.897
OKC,48.544,33.456,0.026,0.097,0.205,0.461,0.901
LAL,45.644,36.356,0.023,0.076,0.169,0.37,0.784
LAC,43.983,38.017,0.02,0.074,0.165,0.312,0.667
CLE,45.064,36.936,0.02,0.038,0.127,0.324,0.766
HOU,42.751,39.249,0.019,0.046,0.1,0.232,0.553
NYK,46.171,35.829,0.016,0.043,0.137,0.378,0.843
IND,44.129,37.871,0.01,0.023,0.084,0.243,0.681
GSW,42.018,39.982,0.009,0.036,0.082,0.204,0.533
MIA,43.6,38.4,0.009,0.02,0.064,0.198,0.654
SAC,43.348,38.652,0.007,0.033,0.093,0.212,0.604
DAL,42.964,39.036,0.006,0.026,0.083,0.224,0.576
BRK,41.215,40.785,0.005,0.009,0.028,0.13,0.467
NOP,42.29,39.71,0.003,0.015,0.058,0.18,0.511
ATL,41.426,40.574,0.003,0.012,0.05,0.143,0.447
TOR,38.547,43.453,0.002,0.005,0.017,0.06,0.263
UTA,33.817,48.183,0.0,0.002,0.008,0.012,0.046
CHI,33.318,48.682,0.0,0.0,0.0,0.004,0.043
MEM,31.409,50.591,0.0,0.0,0.0,0.001,0.01
CHO,27.049,54.951,0.0,0.0,0.0,0.0,0.0
POR,25.384,56.616,0.0,0.0,0.0,0.0,0.0
SAS,23.843,58.157,0.0,0.0,0.0,0.0,0.0
DET,21.275,60.725,0.0,0.0,0.0,0.0,0.0
WAS,20.067,61.933,0.0,0.0,0.0,0.0,0.0
