team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.751,26.249,0.26,0.345,0.505,0.775,1.0
PHI,53.52,28.48,0.144,0.205,0.338,0.657,1.0
DEN,53.399,28.601,0.124,0.261,0.419,0.702,1.0
MIL,58.196,23.804,0.112,0.184,0.41,0.729,1.0
MEM,49.895,32.105,0.085,0.237,0.406,0.697,1.0
CLE,50.389,31.611,0.077,0.12,0.298,0.624,1.0
LAC,43.64,38.36,0.035,0.114,0.258,0.48,0.92
PHO,44.552,37.448,0.035,0.1,0.204,0.476,0.967
BRK,47.428,34.572,0.032,0.063,0.156,0.368,0.99
SAC,48.027,33.973,0.023,0.095,0.241,0.527,1.0
NYK,47.551,34.449,0.02,0.04,0.131,0.353,0.993
GSW,42.565,39.435,0.016,0.073,0.165,0.341,0.796
DAL,41.646,40.354,0.011,0.044,0.097,0.242,0.654
MIN,41.017,40.983,0.007,0.037,0.089,0.189,0.502
MIA,43.743,38.257,0.006,0.018,0.06,0.197,0.808
NOP,39.954,42.046,0.005,0.016,0.041,0.106,0.322
LAL,40.606,41.394,0.003,0.014,0.047,0.112,0.386
WAS,38.82,43.18,0.003,0.006,0.02,0.052,0.208
TOR,39.77,42.23,0.002,0.007,0.025,0.085,0.339
ATL,41.015,40.985,0.0,0.01,0.046,0.122,0.504
OKC,40.173,41.827,0.0,0.008,0.028,0.102,0.319
CHI,37.97,44.03,0.0,0.002,0.011,0.038,0.146
UTA,38.84,43.16,0.0,0.001,0.004,0.019,0.101
POR,37.293,44.707,0.0,0.0,0.001,0.007,0.033
IND,35.967,46.033,0.0,0.0,0.0,0.0,0.012
ORL,32.487,49.513,0.0,0.0,0.0,0.0,0.0
CHO,25.786,56.214,0.0,0.0,0.0,0.0,0.0
SAS,20.433,61.567,0.0,0.0,0.0,0.0,0.0
HOU,20.17,61.83,0.0,0.0,0.0,0.0,0.0
DET,19.397,62.603,0.0,0.0,0.0,0.0,0.0
