team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.709,25.291,0.282,0.37,0.54,0.813,1.0
DEN,55.122,26.878,0.149,0.322,0.485,0.733,1.0
CLE,52.028,29.972,0.12,0.19,0.372,0.716,1.0
MEM,51.669,30.331,0.115,0.27,0.476,0.716,1.0
PHI,53.0,29.0,0.106,0.169,0.342,0.694,1.0
MIL,57.968,24.032,0.091,0.157,0.397,0.711,1.0
LAC,42.825,39.175,0.036,0.1,0.212,0.419,0.872
BRK,44.951,37.049,0.022,0.043,0.118,0.303,0.977
NYK,46.354,35.646,0.02,0.042,0.104,0.294,0.997
GSW,42.479,39.521,0.018,0.072,0.168,0.374,0.841
PHO,44.281,37.719,0.013,0.074,0.21,0.548,0.977
SAC,48.603,33.397,0.013,0.072,0.191,0.488,1.0
NOP,41.509,40.491,0.006,0.028,0.076,0.191,0.558
MIN,42.4,39.6,0.002,0.036,0.102,0.283,0.8
TOR,40.15,41.85,0.002,0.007,0.041,0.104,0.409
ATL,40.176,41.824,0.002,0.006,0.024,0.09,0.414
MIA,43.374,38.626,0.001,0.011,0.046,0.179,0.84
LAL,40.491,41.509,0.001,0.009,0.024,0.07,0.298
CHI,39.873,42.127,0.001,0.005,0.016,0.093,0.35
DAL,40.286,41.714,0.0,0.01,0.029,0.083,0.249
OKC,40.916,41.084,0.0,0.007,0.027,0.094,0.39
WAS,36.645,45.355,0.0,0.0,0.0,0.003,0.011
UTA,37.94,44.06,0.0,0.0,0.0,0.001,0.015
IND,35.436,46.564,0.0,0.0,0.0,0.0,0.001
ORL,34.559,47.441,0.0,0.0,0.0,0.0,0.001
POR,34.911,47.089,0.0,0.0,0.0,0.0,0.0
CHO,27.165,54.835,0.0,0.0,0.0,0.0,0.0
SAS,20.29,61.71,0.0,0.0,0.0,0.0,0.0
HOU,19.707,62.293,0.0,0.0,0.0,0.0,0.0
DET,18.183,63.817,0.0,0.0,0.0,0.0,0.0
