team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.852,20.148,0.292,0.446,0.629,0.825,1.0
PHI,55.74,26.26,0.141,0.23,0.479,0.744,1.0
MIN,56.722,25.278,0.14,0.276,0.448,0.687,0.999
DEN,52.92,29.08,0.095,0.215,0.403,0.663,0.997
OKC,51.332,30.668,0.04,0.105,0.242,0.56,0.979
LAC,47.714,34.286,0.039,0.101,0.225,0.449,0.899
MIL,52.189,29.811,0.037,0.074,0.228,0.573,0.995
ORL,47.334,34.666,0.03,0.059,0.144,0.398,0.934
CLE,46.08,35.92,0.027,0.054,0.141,0.401,0.887
HOU,43.891,38.109,0.023,0.05,0.115,0.288,0.615
NYK,45.717,36.283,0.021,0.054,0.142,0.377,0.862
LAL,43.914,38.086,0.02,0.059,0.116,0.265,0.629
PHO,42.865,39.135,0.017,0.05,0.112,0.243,0.532
DAL,44.01,37.99,0.017,0.041,0.09,0.23,0.598
GSW,42.45,39.55,0.013,0.039,0.09,0.192,0.509
MIA,45.95,36.05,0.013,0.031,0.093,0.289,0.872
IND,42.88,39.12,0.012,0.035,0.088,0.238,0.681
SAC,44.487,37.513,0.01,0.037,0.089,0.238,0.666
NOP,43.182,38.818,0.007,0.025,0.066,0.178,0.54
ATL,37.746,44.254,0.003,0.009,0.024,0.055,0.242
TOR,35.758,46.242,0.002,0.004,0.013,0.028,0.122
CHI,35.786,46.214,0.001,0.003,0.004,0.018,0.121
UTA,34.921,47.079,0.0,0.002,0.004,0.007,0.037
BRK,38.653,43.347,0.0,0.001,0.015,0.054,0.284
MEM,30.213,51.787,0.0,0.0,0.0,0.0,0.0
CHO,23.965,58.035,0.0,0.0,0.0,0.0,0.0
POR,23.761,58.239,0.0,0.0,0.0,0.0,0.0
SAS,20.884,61.116,0.0,0.0,0.0,0.0,0.0
WAS,19.2,62.8,0.0,0.0,0.0,0.0,0.0
DET,17.884,64.116,0.0,0.0,0.0,0.0,0.0
