team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.502,22.498,0.271,0.375,0.545,0.791,1.0
DEN,53.784,28.216,0.13,0.271,0.4,0.653,0.998
CLE,51.033,30.967,0.102,0.165,0.331,0.621,0.994
MIL,51.29,30.71,0.095,0.172,0.339,0.649,0.995
PHO,47.027,34.973,0.066,0.169,0.299,0.493,0.913
PHI,49.825,32.175,0.058,0.096,0.232,0.548,0.991
NYK,50.865,31.135,0.046,0.093,0.233,0.527,0.997
LAC,51.747,30.253,0.045,0.12,0.262,0.54,0.994
OKC,52.884,29.116,0.044,0.108,0.263,0.555,0.997
MIN,53.678,28.322,0.043,0.112,0.258,0.547,0.998
NOP,46.01,35.99,0.022,0.069,0.164,0.365,0.83
SAC,45.682,36.318,0.017,0.051,0.133,0.32,0.789
IND,44.787,37.213,0.015,0.042,0.107,0.297,0.861
GSW,40.061,41.939,0.01,0.025,0.058,0.123,0.298
DAL,42.64,39.36,0.009,0.037,0.082,0.174,0.511
MIA,42.144,39.856,0.008,0.019,0.085,0.198,0.699
ORL,43.286,38.714,0.005,0.02,0.074,0.207,0.772
LAL,40.219,41.781,0.004,0.015,0.032,0.101,0.261
UTA,39.307,42.693,0.004,0.009,0.02,0.061,0.19
HOU,38.935,43.065,0.002,0.011,0.024,0.058,0.191
ATL,36.181,45.819,0.001,0.007,0.017,0.053,0.195
CHI,38.226,43.774,0.001,0.006,0.025,0.075,0.312
BRK,35.15,46.85,0.001,0.004,0.009,0.027,0.128
MEM,35.057,46.943,0.001,0.003,0.005,0.01,0.03
TOR,33.108,48.892,0.0,0.001,0.003,0.007,0.056
POR,26.636,55.364,0.0,0.0,0.0,0.0,0.0
CHO,23.066,58.934,0.0,0.0,0.0,0.0,0.0
SAS,20.98,61.02,0.0,0.0,0.0,0.0,0.0
WAS,19.848,62.152,0.0,0.0,0.0,0.0,0.0
DET,17.042,64.958,0.0,0.0,0.0,0.0,0.0
