team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.402,25.598,0.292,0.416,0.567,0.8,1.0
DEN,54.456,27.544,0.175,0.337,0.482,0.712,1.0
CLE,51.187,30.813,0.103,0.184,0.342,0.667,1.0
MEM,49.993,32.007,0.099,0.229,0.43,0.704,0.998
MIL,54.774,27.226,0.084,0.159,0.36,0.695,1.0
PHI,50.972,31.028,0.055,0.104,0.284,0.59,0.998
LAC,44.599,37.401,0.04,0.107,0.234,0.489,0.876
BRK,47.843,34.157,0.031,0.066,0.166,0.427,0.988
DAL,43.921,38.079,0.019,0.069,0.151,0.363,0.843
NOP,42.701,39.299,0.018,0.032,0.1,0.262,0.659
GSW,42.092,39.908,0.016,0.05,0.121,0.257,0.591
PHO,44.422,37.578,0.014,0.077,0.181,0.475,0.877
MIN,41.569,40.431,0.013,0.033,0.087,0.195,0.511
MIA,44.263,37.737,0.01,0.021,0.101,0.267,0.815
NYK,44.535,37.465,0.008,0.021,0.078,0.234,0.853
SAC,44.173,37.827,0.007,0.048,0.129,0.318,0.816
ATL,40.863,41.137,0.004,0.007,0.021,0.1,0.412
WAS,41.194,40.806,0.003,0.013,0.046,0.124,0.502
TOR,39.558,42.442,0.003,0.007,0.027,0.076,0.296
POR,39.663,42.337,0.003,0.005,0.019,0.058,0.216
OKC,40.013,41.987,0.002,0.006,0.036,0.084,0.282
UTA,39.671,42.329,0.001,0.005,0.015,0.043,0.191
LAL,38.68,43.32,0.0,0.002,0.015,0.04,0.14
CHI,37.717,44.283,0.0,0.002,0.008,0.02,0.119
IND,35.242,46.758,0.0,0.0,0.0,0.0,0.013
ORL,33.676,48.324,0.0,0.0,0.0,0.0,0.004
CHO,24.405,57.595,0.0,0.0,0.0,0.0,0.0
DET,22.365,59.635,0.0,0.0,0.0,0.0,0.0
HOU,19.816,62.184,0.0,0.0,0.0,0.0,0.0
SAS,19.235,62.765,0.0,0.0,0.0,0.0,0.0
