team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.193,25.807,0.282,0.36,0.546,0.806,1.0
PHI,54.267,27.733,0.14,0.195,0.355,0.705,1.0
DEN,54.37,27.63,0.126,0.305,0.451,0.68,1.0
MIL,57.658,24.342,0.11,0.171,0.38,0.707,1.0
CLE,51.318,30.682,0.103,0.172,0.343,0.688,1.0
MEM,50.887,31.113,0.079,0.215,0.438,0.692,1.0
LAC,42.851,39.149,0.041,0.106,0.207,0.424,0.884
GSW,42.528,39.472,0.023,0.093,0.197,0.409,0.852
SAC,48.293,33.707,0.021,0.109,0.238,0.512,1.0
BRK,45.578,36.422,0.02,0.047,0.142,0.357,0.971
PHO,43.861,38.139,0.016,0.074,0.167,0.485,0.946
MIA,43.994,38.006,0.011,0.021,0.066,0.201,0.872
NYK,46.628,35.372,0.006,0.019,0.089,0.263,0.99
ATL,40.416,41.584,0.005,0.005,0.026,0.118,0.528
NOP,39.886,42.114,0.004,0.014,0.034,0.083,0.242
MIN,41.175,40.825,0.003,0.039,0.097,0.229,0.525
CHI,39.194,42.806,0.003,0.005,0.025,0.062,0.249
DAL,41.19,40.81,0.002,0.021,0.086,0.209,0.575
LAL,40.752,41.248,0.002,0.015,0.041,0.122,0.408
OKC,40.903,41.097,0.001,0.008,0.039,0.129,0.437
TOR,39.666,42.334,0.001,0.005,0.027,0.082,0.326
UTA,39.252,42.748,0.001,0.001,0.005,0.024,0.122
WAS,37.034,44.966,0.0,0.0,0.001,0.009,0.044
IND,36.597,45.403,0.0,0.0,0.0,0.002,0.019
POR,36.85,45.15,0.0,0.0,0.0,0.002,0.009
ORL,33.498,48.502,0.0,0.0,0.0,0.0,0.001
CHO,25.853,56.147,0.0,0.0,0.0,0.0,0.0
SAS,20.725,61.275,0.0,0.0,0.0,0.0,0.0
HOU,20.17,61.83,0.0,0.0,0.0,0.0,0.0
DET,18.413,63.587,0.0,0.0,0.0,0.0,0.0
