team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.205,20.795,0.411,0.546,0.725,0.886,1.0
MIN,56.572,25.428,0.144,0.321,0.497,0.735,1.0
PHI,54.13,27.87,0.138,0.217,0.502,0.746,1.0
DEN,53.435,28.565,0.096,0.253,0.441,0.689,0.995
LAC,47.114,34.886,0.027,0.085,0.197,0.46,0.857
HOU,45.633,36.367,0.022,0.07,0.158,0.34,0.754
MIL,50.51,31.49,0.022,0.055,0.187,0.54,0.981
CLE,46.207,35.793,0.021,0.046,0.138,0.409,0.892
ORL,46.884,35.116,0.019,0.043,0.122,0.382,0.917
OKC,48.934,33.066,0.018,0.062,0.185,0.465,0.919
NYK,46.394,35.606,0.017,0.045,0.137,0.387,0.911
PHO,41.827,40.173,0.012,0.045,0.091,0.183,0.422
LAL,43.491,38.509,0.011,0.043,0.091,0.229,0.569
SAC,44.983,37.017,0.008,0.032,0.101,0.261,0.689
NOP,43.309,38.691,0.008,0.022,0.05,0.161,0.546
DAL,44.907,37.093,0.007,0.034,0.099,0.264,0.691
MIA,45.295,36.705,0.007,0.02,0.079,0.276,0.82
GSW,42.907,39.093,0.006,0.032,0.088,0.204,0.519
IND,41.555,40.445,0.002,0.015,0.048,0.177,0.551
ATL,39.018,42.982,0.002,0.006,0.021,0.078,0.31
BRK,40.039,41.961,0.002,0.005,0.027,0.086,0.399
TOR,35.532,46.468,0.0,0.001,0.007,0.019,0.107
CHI,36.091,45.909,0.0,0.001,0.007,0.014,0.112
UTA,35.018,46.982,0.0,0.001,0.002,0.008,0.036
MEM,30.43,51.57,0.0,0.0,0.0,0.001,0.003
CHO,24.892,57.108,0.0,0.0,0.0,0.0,0.0
POR,23.138,58.862,0.0,0.0,0.0,0.0,0.0
SAS,22.236,59.764,0.0,0.0,0.0,0.0,0.0
WAS,19.76,62.24,0.0,0.0,0.0,0.0,0.0
DET,18.554,63.446,0.0,0.0,0.0,0.0,0.0
