team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.617,23.383,0.177,0.289,0.469,0.746,1.0
CLE,51.573,30.427,0.111,0.207,0.36,0.633,0.996
DEN,53.456,28.544,0.108,0.243,0.394,0.658,0.996
MIL,51.069,30.931,0.09,0.17,0.333,0.634,0.997
PHO,47.177,34.823,0.079,0.159,0.291,0.503,0.912
LAC,51.854,30.146,0.068,0.134,0.268,0.533,0.996
NYK,51.041,30.959,0.051,0.114,0.249,0.517,0.998
PHI,50.01,31.99,0.051,0.1,0.249,0.517,0.992
MIN,53.536,28.464,0.05,0.12,0.261,0.528,0.997
OKC,52.709,29.291,0.048,0.099,0.244,0.535,0.992
SAC,45.626,36.374,0.032,0.068,0.14,0.33,0.783
NOP,45.8,36.2,0.031,0.073,0.16,0.34,0.803
IND,44.193,37.807,0.021,0.042,0.116,0.289,0.833
GSW,40.088,41.912,0.018,0.034,0.057,0.113,0.296
DAL,42.556,39.444,0.017,0.027,0.069,0.189,0.51
ORL,43.252,38.748,0.013,0.026,0.094,0.256,0.765
LAL,41.213,40.787,0.01,0.029,0.07,0.164,0.378
MIA,41.929,40.071,0.01,0.027,0.076,0.223,0.703
CHI,38.196,43.804,0.004,0.013,0.031,0.09,0.333
UTA,38.774,43.226,0.004,0.007,0.024,0.049,0.159
ATL,36.1,45.9,0.003,0.005,0.011,0.044,0.185
HOU,38.851,43.149,0.002,0.007,0.02,0.053,0.162
TOR,33.284,48.716,0.001,0.004,0.006,0.019,0.064
BRK,35.255,46.745,0.001,0.003,0.006,0.032,0.133
MEM,34.48,47.52,0.0,0.0,0.002,0.005,0.016
WAS,20.347,61.653,0.0,0.0,0.0,0.0,0.001
POR,26.98,55.02,0.0,0.0,0.0,0.0,0.0
CHO,23.083,58.917,0.0,0.0,0.0,0.0,0.0
SAS,21.594,60.406,0.0,0.0,0.0,0.0,0.0
DET,17.357,64.643,0.0,0.0,0.0,0.0,0.0
