team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.702,21.298,0.244,0.363,0.551,0.766,1.0
CLE,53.249,28.751,0.127,0.205,0.407,0.695,1.0
DEN,52.307,29.693,0.09,0.204,0.349,0.635,0.989
MIL,49.47,32.53,0.085,0.152,0.315,0.625,0.996
MIN,55.349,26.651,0.071,0.168,0.312,0.562,0.999
PHO,47.686,34.314,0.069,0.151,0.262,0.494,0.87
PHI,47.021,34.979,0.046,0.088,0.221,0.491,0.962
OKC,53.223,28.777,0.044,0.121,0.245,0.5,0.999
NYK,47.924,34.076,0.044,0.084,0.187,0.48,0.969
LAC,52.535,29.465,0.034,0.094,0.227,0.491,0.984
NOP,47.947,34.053,0.027,0.073,0.171,0.355,0.861
GSW,43.58,38.42,0.025,0.056,0.117,0.242,0.452
SAC,46.211,35.789,0.022,0.06,0.143,0.312,0.705
MIA,44.494,37.506,0.017,0.032,0.092,0.279,0.857
DAL,45.958,36.042,0.014,0.043,0.094,0.222,0.683
ORL,44.604,37.396,0.014,0.037,0.096,0.284,0.837
LAL,43.518,38.482,0.013,0.03,0.074,0.171,0.422
IND,44.442,37.558,0.011,0.029,0.088,0.254,0.822
CHI,38.996,43.004,0.001,0.006,0.02,0.068,0.291
ATL,36.452,45.548,0.001,0.003,0.017,0.034,0.186
TOR,30.758,51.242,0.001,0.001,0.001,0.002,0.01
BRK,34.195,47.805,0.0,0.0,0.005,0.022,0.07
HOU,37.542,44.458,0.0,0.0,0.004,0.011,0.025
UTA,37.378,44.622,0.0,0.0,0.002,0.005,0.011
MEM,32.443,49.557,0.0,0.0,0.0,0.0,0.0
POR,24.781,57.219,0.0,0.0,0.0,0.0,0.0
CHO,22.898,59.102,0.0,0.0,0.0,0.0,0.0
SAS,19.543,62.457,0.0,0.0,0.0,0.0,0.0
WAS,17.81,64.19,0.0,0.0,0.0,0.0,0.0
DET,16.984,65.016,0.0,0.0,0.0,0.0,0.0
