team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.189,22.811,0.35,0.493,0.663,0.853,1.0
PHI,50.782,29.218,0.131,0.202,0.406,0.689,0.98
DEN,51.896,28.104,0.13,0.291,0.462,0.697,0.976
LAC,47.902,32.098,0.07,0.173,0.32,0.566,0.905
GSW,47.346,32.654,0.054,0.115,0.245,0.51,0.923
PHO,45.651,34.349,0.045,0.136,0.275,0.491,0.868
MIN,47.239,32.761,0.045,0.12,0.247,0.495,0.902
MIL,43.607,36.393,0.031,0.067,0.176,0.402,0.769
ATL,45.457,34.543,0.026,0.059,0.171,0.449,0.881
CLE,42.159,37.841,0.022,0.05,0.143,0.351,0.753
DAL,45.3,34.7,0.021,0.057,0.145,0.362,0.815
NYK,42.769,37.231,0.02,0.038,0.148,0.343,0.762
LAL,41.429,38.571,0.011,0.042,0.089,0.242,0.578
ORL,44.056,35.944,0.01,0.042,0.145,0.354,0.818
OKC,40.587,39.413,0.007,0.025,0.068,0.187,0.553
MIA,38.31,41.69,0.007,0.02,0.049,0.142,0.469
SAC,39.569,40.431,0.006,0.018,0.063,0.183,0.47
IND,37.751,42.249,0.004,0.009,0.036,0.125,0.446
BRK,38.442,41.558,0.003,0.012,0.031,0.145,0.458
TOR,37.233,42.767,0.003,0.006,0.021,0.104,0.379
NOP,40.438,39.562,0.002,0.015,0.062,0.174,0.534
MEM,33.94,46.06,0.002,0.004,0.012,0.035,0.157
UTA,32.13,47.87,0.0,0.004,0.006,0.024,0.096
CHI,30.002,49.998,0.0,0.002,0.005,0.017,0.083
CHO,30.801,49.199,0.0,0.0,0.005,0.015,0.096
HOU,32.621,47.379,0.0,0.0,0.003,0.021,0.118
POR,29.627,50.373,0.0,0.0,0.003,0.009,0.048
DET,30.297,49.703,0.0,0.0,0.001,0.007,0.078
SAS,30.059,49.941,0.0,0.0,0.0,0.004,0.057
WAS,25.411,54.589,0.0,0.0,0.0,0.004,0.028
