team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,51.615,28.385,0.181,0.295,0.444,0.692,0.971
DEN,50.032,29.968,0.103,0.214,0.359,0.589,0.924
CLE,48.7,31.3,0.098,0.181,0.323,0.584,0.91
PHO,48.447,31.553,0.098,0.175,0.311,0.551,0.878
MIL,47.001,32.999,0.09,0.166,0.313,0.532,0.865
LAC,46.195,33.805,0.055,0.102,0.208,0.421,0.788
OKC,46.427,33.573,0.048,0.098,0.188,0.394,0.791
PHI,43.408,36.592,0.035,0.078,0.184,0.374,0.717
SAC,45.24,34.76,0.035,0.078,0.173,0.365,0.739
DAL,44.782,35.218,0.034,0.07,0.123,0.312,0.707
NOP,45.701,34.299,0.027,0.064,0.15,0.343,0.761
GSW,41.135,38.865,0.024,0.058,0.124,0.239,0.521
MEM,40.854,39.146,0.023,0.057,0.111,0.229,0.506
NYK,39.711,40.289,0.023,0.055,0.106,0.249,0.541
MIA,40.441,39.559,0.023,0.049,0.105,0.229,0.57
IND,42.302,37.698,0.021,0.048,0.125,0.308,0.674
MIN,42.447,37.553,0.017,0.042,0.126,0.268,0.594
BRK,37.042,42.958,0.016,0.03,0.082,0.191,0.434
LAL,40.133,39.867,0.015,0.035,0.092,0.201,0.467
ATL,39.849,40.151,0.012,0.035,0.104,0.227,0.546
TOR,39.411,40.589,0.008,0.017,0.061,0.192,0.549
ORL,41.236,38.764,0.007,0.028,0.098,0.243,0.603
CHO,34.732,45.268,0.002,0.009,0.026,0.089,0.278
DET,30.402,49.598,0.002,0.003,0.013,0.03,0.127
CHI,29.373,50.627,0.001,0.006,0.014,0.04,0.14
UTA,32.12,47.88,0.001,0.004,0.016,0.035,0.126
HOU,27.973,52.027,0.001,0.002,0.008,0.023,0.071
SAS,26.668,53.332,0.0,0.001,0.004,0.011,0.047
POR,29.865,50.135,0.0,0.0,0.007,0.019,0.08
WAS,26.758,53.242,0.0,0.0,0.002,0.02,0.075
