team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,63.444,18.556,0.195,0.322,0.517,0.758,1.0
DEN,55.679,26.321,0.118,0.224,0.39,0.629,1.0
MIL,51.91,30.09,0.118,0.187,0.362,0.65,1.0
CLE,51.002,30.998,0.1,0.178,0.356,0.65,0.998
PHO,46.429,35.571,0.055,0.136,0.238,0.41,0.793
MIN,55.399,26.601,0.055,0.127,0.249,0.515,1.0
LAC,50.548,31.452,0.053,0.112,0.22,0.469,0.991
NYK,48.892,33.108,0.048,0.102,0.228,0.55,0.988
OKC,55.016,26.984,0.047,0.115,0.257,0.54,1.0
NOP,49.471,32.529,0.043,0.099,0.204,0.46,0.963
PHI,45.229,36.771,0.042,0.077,0.161,0.377,0.894
DAL,46.763,35.237,0.03,0.071,0.148,0.316,0.747
SAC,47.182,34.818,0.023,0.064,0.16,0.363,0.817
ORL,47.33,34.67,0.02,0.048,0.149,0.357,0.965
MIA,44.574,37.426,0.016,0.033,0.092,0.275,0.839
IND,44.731,37.269,0.014,0.037,0.099,0.277,0.83
GSW,43.219,38.781,0.011,0.024,0.07,0.149,0.342
LAL,43.485,38.515,0.006,0.025,0.06,0.135,0.311
ATL,36.508,45.492,0.003,0.004,0.009,0.035,0.158
CHI,40.375,41.625,0.002,0.012,0.027,0.071,0.317
HOU,39.697,42.303,0.001,0.003,0.004,0.014,0.036
BRK,32.686,49.314,0.0,0.0,0.0,0.0,0.011
UTA,34.349,47.651,0.0,0.0,0.0,0.0,0.0
TOR,29.119,52.881,0.0,0.0,0.0,0.0,0.0
MEM,28.784,53.216,0.0,0.0,0.0,0.0,0.0
POR,24.07,57.93,0.0,0.0,0.0,0.0,0.0
CHO,21.862,60.138,0.0,0.0,0.0,0.0,0.0
SAS,20.288,61.712,0.0,0.0,0.0,0.0,0.0
DET,16.634,65.366,0.0,0.0,0.0,0.0,0.0
WAS,15.325,66.675,0.0,0.0,0.0,0.0,0.0
