team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.084,21.916,0.195,0.298,0.501,0.754,1.0
CLE,53.003,28.997,0.132,0.222,0.413,0.697,1.0
DEN,52.931,29.069,0.097,0.193,0.331,0.599,0.996
MIL,50.144,31.856,0.097,0.162,0.317,0.636,0.999
PHO,47.426,34.574,0.065,0.159,0.281,0.484,0.858
MIN,54.606,27.394,0.061,0.132,0.278,0.537,1.0
PHI,47.65,34.35,0.054,0.105,0.214,0.484,0.978
LAC,51.703,30.297,0.047,0.11,0.23,0.479,0.981
OKC,52.918,29.082,0.045,0.117,0.239,0.523,0.994
NYK,48.453,33.547,0.041,0.088,0.217,0.484,0.973
NOP,47.617,34.383,0.032,0.084,0.194,0.398,0.87
GSW,43.569,38.431,0.027,0.056,0.11,0.212,0.482
SAC,45.311,36.689,0.023,0.051,0.124,0.299,0.652
DAL,45.408,36.592,0.02,0.059,0.119,0.258,0.649
IND,44.004,37.996,0.017,0.043,0.102,0.307,0.808
ORL,43.768,38.232,0.017,0.037,0.097,0.234,0.782
LAL,42.824,39.176,0.012,0.03,0.062,0.158,0.377
MIA,43.7,38.3,0.011,0.028,0.084,0.234,0.8
CHI,39.104,42.896,0.003,0.011,0.025,0.089,0.345
BRK,34.645,47.355,0.002,0.002,0.006,0.014,0.079
HOU,38.53,43.47,0.001,0.005,0.018,0.025,0.072
ATL,37.493,44.507,0.001,0.004,0.022,0.062,0.225
UTA,38.75,43.25,0.0,0.004,0.014,0.027,0.068
TOR,31.216,50.784,0.0,0.0,0.002,0.005,0.011
MEM,31.236,50.764,0.0,0.0,0.0,0.001,0.001
POR,25.435,56.565,0.0,0.0,0.0,0.0,0.0
CHO,22.483,59.517,0.0,0.0,0.0,0.0,0.0
SAS,20.324,61.676,0.0,0.0,0.0,0.0,0.0
WAS,18.146,63.854,0.0,0.0,0.0,0.0,0.0
DET,17.519,64.481,0.0,0.0,0.0,0.0,0.0
