team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.011,25.989,0.276,0.362,0.517,0.79,1.0
DEN,53.93,28.07,0.135,0.292,0.431,0.679,1.0
MIL,56.955,25.045,0.108,0.174,0.381,0.712,1.0
CLE,50.676,31.324,0.104,0.158,0.279,0.627,1.0
PHI,52.839,29.161,0.098,0.159,0.361,0.64,1.0
MEM,49.848,32.152,0.089,0.243,0.435,0.686,1.0
SAC,48.057,33.943,0.029,0.084,0.228,0.506,0.999
LAC,43.395,38.605,0.028,0.107,0.241,0.446,0.895
PHO,45.619,36.381,0.028,0.107,0.234,0.544,0.989
BRK,47.846,34.154,0.028,0.07,0.198,0.415,0.995
GSW,42.455,39.545,0.014,0.058,0.132,0.331,0.755
DAL,41.944,40.056,0.013,0.041,0.105,0.255,0.697
NYK,46.926,35.074,0.012,0.027,0.105,0.323,0.983
NOP,40.744,41.256,0.01,0.017,0.049,0.156,0.414
MIA,42.981,39.019,0.009,0.023,0.066,0.202,0.769
ATL,41.642,40.358,0.006,0.015,0.044,0.128,0.615
MIN,40.751,41.249,0.004,0.02,0.059,0.153,0.446
LAL,40.64,41.36,0.004,0.018,0.048,0.127,0.397
OKC,39.563,42.437,0.002,0.011,0.029,0.073,0.218
TOR,39.367,42.633,0.001,0.006,0.025,0.067,0.265
CHI,38.547,43.453,0.001,0.004,0.012,0.052,0.167
POR,37.877,44.123,0.001,0.001,0.006,0.018,0.059
WAS,38.664,43.336,0.0,0.002,0.011,0.037,0.169
UTA,39.192,42.808,0.0,0.001,0.003,0.026,0.131
IND,36.755,45.245,0.0,0.0,0.001,0.007,0.036
ORL,33.321,48.679,0.0,0.0,0.0,0.0,0.001
CHO,26.042,55.958,0.0,0.0,0.0,0.0,0.0
SAS,20.024,61.976,0.0,0.0,0.0,0.0,0.0
DET,18.78,63.22,0.0,0.0,0.0,0.0,0.0
HOU,18.609,63.391,0.0,0.0,0.0,0.0,0.0
