team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,62.197,19.803,0.318,0.472,0.669,0.861,1.0
MIN,56.92,25.08,0.146,0.278,0.46,0.721,1.0
PHI,54.032,27.968,0.124,0.235,0.467,0.725,0.998
DEN,52.914,29.086,0.114,0.251,0.421,0.687,0.999
LAC,50.631,31.369,0.042,0.112,0.268,0.542,0.982
OKC,52.136,29.864,0.042,0.107,0.241,0.572,0.997
MIL,50.666,31.334,0.041,0.075,0.218,0.557,0.991
CLE,47.671,34.329,0.029,0.063,0.16,0.444,0.95
PHO,43.902,38.098,0.023,0.063,0.133,0.276,0.685
NYK,47.867,34.133,0.022,0.049,0.14,0.439,0.934
ORL,45.895,36.105,0.022,0.049,0.134,0.35,0.871
HOU,42.24,39.76,0.018,0.042,0.079,0.181,0.463
IND,45.999,36.001,0.01,0.029,0.109,0.305,0.867
NOP,46.261,35.739,0.009,0.039,0.129,0.326,0.843
LAL,42.036,39.964,0.009,0.037,0.076,0.173,0.472
SAC,43.589,38.411,0.009,0.024,0.07,0.21,0.61
MIA,45.469,36.531,0.009,0.023,0.082,0.251,0.845
DAL,43.697,37.303,0.008,0.032,0.084,0.221,0.627
GSW,38.567,41.433,0.002,0.008,0.017,0.045,0.134
UTA,39.547,41.453,0.001,0.007,0.022,0.046,0.187
CHI,37.511,44.489,0.001,0.003,0.008,0.02,0.168
ATL,37.347,44.653,0.001,0.001,0.007,0.025,0.181
BRK,35.116,46.884,0.0,0.001,0.005,0.015,0.103
TOR,35.253,46.747,0.0,0.0,0.001,0.008,0.092
MEM,31.511,50.489,0.0,0.0,0.0,0.0,0.001
POR,23.043,58.957,0.0,0.0,0.0,0.0,0.0
CHO,21.857,60.143,0.0,0.0,0.0,0.0,0.0
SAS,20.215,61.785,0.0,0.0,0.0,0.0,0.0
WAS,17.603,64.397,0.0,0.0,0.0,0.0,0.0
DET,16.308,65.692,0.0,0.0,0.0,0.0,0.0
