team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.477,22.523,0.355,0.473,0.653,0.825,1.0
PHI,54.056,27.944,0.136,0.225,0.456,0.721,0.999
MIN,56.146,25.854,0.132,0.281,0.456,0.708,0.998
DEN,52.195,29.805,0.109,0.24,0.418,0.647,0.984
MIL,50.262,31.738,0.038,0.086,0.21,0.521,0.984
OKC,49.732,32.268,0.034,0.087,0.207,0.484,0.937
CLE,46.092,35.908,0.03,0.055,0.148,0.405,0.865
LAC,48.06,33.94,0.029,0.09,0.199,0.433,0.869
HOU,45.495,36.505,0.026,0.067,0.145,0.328,0.706
ORL,47.665,34.335,0.02,0.048,0.157,0.433,0.923
NYK,46.22,35.78,0.015,0.04,0.125,0.391,0.882
IND,42.319,39.681,0.014,0.034,0.078,0.196,0.599
PHO,43.561,38.439,0.012,0.049,0.109,0.263,0.559
GSW,42.939,39.061,0.01,0.034,0.068,0.174,0.466
LAL,44.138,37.862,0.008,0.054,0.125,0.275,0.621
SAC,45.714,36.286,0.007,0.039,0.095,0.261,0.714
DAL,44.635,37.365,0.006,0.037,0.105,0.257,0.642
NOP,43.211,38.789,0.006,0.022,0.072,0.165,0.489
MIA,42.901,39.099,0.005,0.016,0.07,0.212,0.662
BRK,40.654,41.346,0.004,0.011,0.046,0.124,0.481
ATL,39.833,42.167,0.003,0.009,0.044,0.127,0.377
CHI,34.974,47.026,0.001,0.002,0.004,0.019,0.084
TOR,36.445,45.555,0.0,0.001,0.009,0.026,0.144
UTA,33.505,48.495,0.0,0.0,0.001,0.005,0.015
MEM,28.33,53.67,0.0,0.0,0.0,0.0,0.0
CHO,25.855,56.145,0.0,0.0,0.0,0.0,0.0
POR,23.917,58.083,0.0,0.0,0.0,0.0,0.0
SAS,22.947,59.053,0.0,0.0,0.0,0.0,0.0
DET,19.47,62.53,0.0,0.0,0.0,0.0,0.0
WAS,19.252,62.748,0.0,0.0,0.0,0.0,0.0
