team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.658,26.342,0.261,0.365,0.543,0.771,1.0
DEN,54.538,27.462,0.127,0.269,0.443,0.691,1.0
MIL,57.421,24.579,0.114,0.168,0.36,0.693,1.0
MEM,49.721,32.279,0.099,0.256,0.446,0.692,0.999
CLE,50.313,31.687,0.089,0.152,0.319,0.658,1.0
PHI,52.341,29.659,0.085,0.138,0.298,0.636,1.0
BRK,47.16,34.84,0.038,0.069,0.166,0.388,0.987
PHO,46.426,35.574,0.036,0.124,0.264,0.605,0.988
LAC,43.048,38.952,0.036,0.113,0.218,0.418,0.852
SAC,47.362,34.638,0.024,0.075,0.183,0.438,0.995
NYK,46.708,35.292,0.018,0.042,0.12,0.305,0.977
GSW,42.066,39.934,0.017,0.054,0.147,0.32,0.697
DAL,42.317,39.683,0.013,0.038,0.092,0.277,0.751
MIA,43.529,38.471,0.012,0.03,0.07,0.208,0.79
ATL,42.059,39.941,0.011,0.022,0.069,0.181,0.637
NOP,40.976,41.024,0.004,0.032,0.076,0.188,0.478
LAL,41.134,40.866,0.004,0.016,0.048,0.14,0.499
CHI,38.367,43.633,0.004,0.004,0.013,0.033,0.16
MIN,40.684,41.316,0.003,0.014,0.062,0.144,0.443
TOR,39.201,42.799,0.003,0.005,0.024,0.063,0.23
OKC,38.449,43.551,0.001,0.006,0.011,0.037,0.103
WAS,39.151,42.849,0.001,0.005,0.018,0.062,0.202
UTA,38.678,43.322,0.0,0.002,0.007,0.025,0.115
POR,38.126,43.874,0.0,0.001,0.003,0.025,0.08
IND,36.392,45.608,0.0,0.0,0.0,0.002,0.017
ORL,32.659,49.341,0.0,0.0,0.0,0.0,0.0
CHO,26.844,55.156,0.0,0.0,0.0,0.0,0.0
SAS,20.549,61.451,0.0,0.0,0.0,0.0,0.0
DET,19.37,62.63,0.0,0.0,0.0,0.0,0.0
HOU,18.753,63.247,0.0,0.0,0.0,0.0,0.0
