team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,67.0,19.0,0.371,0.552,0.757,0.963,1.0
DEN,64.996,26.999,0.184,0.387,0.62,1.0,1.0
OKC,64.996,25.0,0.113,0.274,0.593,1.0,1.0
MIN,63.996,26.0,0.088,0.187,0.38,1.0,1.0
NYK,55.997,35.998,0.058,0.141,0.413,0.709,1.0
CLE,53.997,37.998,0.05,0.11,0.175,0.731,1.0
LAC,54.998,34.998,0.032,0.091,0.242,0.581,1.0
MIL,52.998,38.997,0.028,0.058,0.162,0.304,1.0
PHI,51.998,40.997,0.026,0.043,0.154,0.291,1.0
DAL,53.998,35.998,0.021,0.061,0.165,0.419,1.0
IND,52.997,38.998,0.019,0.065,0.271,0.696,1.0
ORL,50.998,40.997,0.01,0.028,0.054,0.269,1.0
MIA,48.0,40.0,0.0,0.003,0.014,0.037,1.0
NOP,50.0,41.996,0.0,0.0,0.0,0.0,1.0
LAL,49.999,42.996,0.0,0.0,0.0,0.0,1.0
PHO,49.0,40.996,0.0,0.0,0.0,0.0,1.0
SAC,47.0,37.0,0.0,0.0,0.0,0.0,0.0
GSW,46.0,37.0,0.0,0.0,0.0,0.0,0.0
HOU,41.0,41.0,0.0,0.0,0.0,0.0,0.0
CHI,40.0,44.0,0.0,0.0,0.0,0.0,0.0
ATL,36.0,47.0,0.0,0.0,0.0,0.0,0.0
BRK,32.0,50.0,0.0,0.0,0.0,0.0,0.0
UTA,31.0,51.0,0.0,0.0,0.0,0.0,0.0
MEM,27.0,55.0,0.0,0.0,0.0,0.0,0.0
TOR,25.0,57.0,0.0,0.0,0.0,0.0,0.0
SAS,22.0,60.0,0.0,0.0,0.0,0.0,0.0
POR,21.0,61.0,0.0,0.0,0.0,0.0,0.0
CHO,21.0,61.0,0.0,0.0,0.0,0.0,0.0
WAS,15.0,67.0,0.0,0.0,0.0,0.0,0.0
DET,14.0,68.0,0.0,0.0,0.0,0.0,0.0
