team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.688,25.312,0.324,0.437,0.583,0.804,1.0
DEN,53.75,28.25,0.14,0.32,0.495,0.731,1.0
MEM,49.745,32.255,0.118,0.265,0.439,0.687,0.999
CLE,51.715,30.285,0.114,0.192,0.356,0.702,1.0
MIL,53.927,28.073,0.065,0.118,0.301,0.644,1.0
PHI,50.345,31.655,0.052,0.105,0.274,0.548,0.995
LAC,43.753,38.247,0.032,0.098,0.214,0.394,0.814
BRK,47.801,34.199,0.03,0.07,0.182,0.438,0.979
PHO,44.799,37.201,0.021,0.063,0.174,0.451,0.884
DAL,44.919,37.081,0.017,0.069,0.173,0.442,0.907
GSW,42.028,39.972,0.017,0.056,0.111,0.268,0.588
SAC,44.365,37.635,0.013,0.036,0.133,0.336,0.84
MIA,45.472,36.528,0.013,0.031,0.103,0.282,0.884
MIN,41.455,40.545,0.013,0.029,0.077,0.179,0.456
NOP,42.715,39.285,0.009,0.04,0.098,0.27,0.655
WAS,40.148,41.852,0.007,0.01,0.035,0.094,0.314
CHI,39.88,42.12,0.004,0.008,0.026,0.078,0.295
ATL,42.414,39.586,0.003,0.015,0.057,0.157,0.597
NYK,43.233,38.767,0.003,0.01,0.054,0.187,0.691
OKC,40.248,41.752,0.003,0.006,0.025,0.082,0.289
POR,39.662,42.338,0.001,0.008,0.024,0.067,0.236
LAL,38.649,43.351,0.001,0.004,0.014,0.039,0.148
UTA,39.354,42.646,0.0,0.006,0.023,0.054,0.184
TOR,39.394,42.606,0.0,0.004,0.028,0.063,0.233
ORL,32.936,49.064,0.0,0.0,0.001,0.001,0.005
IND,34.949,47.051,0.0,0.0,0.0,0.002,0.007
CHO,23.364,58.636,0.0,0.0,0.0,0.0,0.0
DET,22.349,59.651,0.0,0.0,0.0,0.0,0.0
HOU,20.156,61.844,0.0,0.0,0.0,0.0,0.0
SAS,19.787,62.213,0.0,0.0,0.0,0.0,0.0
