team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,63.829,18.171,0.216,0.343,0.521,0.759,1.0
DEN,56.627,25.373,0.117,0.213,0.348,0.619,1.0
MIL,49.499,32.501,0.096,0.168,0.358,0.586,1.0
CLE,48.772,33.228,0.084,0.161,0.289,0.6,1.0
PHO,48.444,33.556,0.077,0.149,0.259,0.463,0.867
MIN,56.556,25.444,0.067,0.136,0.279,0.525,1.0
OKC,56.585,25.415,0.059,0.112,0.221,0.453,1.0
NYK,49.684,32.316,0.045,0.118,0.256,0.571,1.0
LAC,51.626,30.374,0.043,0.11,0.223,0.495,1.0
DAL,50.415,31.585,0.043,0.1,0.232,0.494,1.0
PHI,46.654,35.346,0.034,0.09,0.203,0.45,0.943
NOP,49.613,32.387,0.032,0.077,0.201,0.457,0.982
GSW,45.726,36.274,0.02,0.04,0.077,0.158,0.31
IND,46.676,35.324,0.018,0.049,0.14,0.387,0.934
MIA,45.729,36.271,0.017,0.034,0.114,0.282,0.826
ORL,46.501,35.499,0.012,0.03,0.091,0.284,0.899
LAL,46.387,35.613,0.011,0.042,0.103,0.203,0.549
SAC,45.759,36.241,0.007,0.021,0.057,0.133,0.292
ATL,36.324,45.676,0.001,0.005,0.014,0.034,0.167
CHI,39.316,42.684,0.001,0.002,0.014,0.047,0.231
HOU,40.374,41.626,0.0,0.0,0.0,0.0,0.0
BRK,32.346,49.654,0.0,0.0,0.0,0.0,0.0
UTA,31.274,50.726,0.0,0.0,0.0,0.0,0.0
MEM,27.373,54.627,0.0,0.0,0.0,0.0,0.0
TOR,25.271,56.729,0.0,0.0,0.0,0.0,0.0
SAS,21.63,60.37,0.0,0.0,0.0,0.0,0.0
POR,21.241,60.759,0.0,0.0,0.0,0.0,0.0
CHO,20.228,61.772,0.0,0.0,0.0,0.0,0.0
WAS,15.171,66.829,0.0,0.0,0.0,0.0,0.0
DET,14.37,67.63,0.0,0.0,0.0,0.0,0.0
