team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.795,20.205,0.225,0.342,0.53,0.765,1.0
DEN,55.086,26.914,0.129,0.25,0.395,0.646,0.999
CLE,51.352,30.648,0.113,0.193,0.372,0.658,1.0
MIL,51.869,30.131,0.097,0.174,0.371,0.672,1.0
OKC,54.601,27.399,0.066,0.126,0.286,0.564,1.0
PHO,46.834,35.166,0.049,0.132,0.243,0.436,0.84
MIN,55.052,26.948,0.045,0.116,0.266,0.532,1.0
LAC,51.942,30.058,0.044,0.113,0.229,0.499,0.995
NOP,48.467,33.533,0.035,0.085,0.177,0.414,0.921
MIA,46.079,35.921,0.032,0.056,0.143,0.366,0.908
NYK,46.769,35.231,0.027,0.074,0.159,0.461,0.951
SAC,47.002,34.998,0.024,0.063,0.151,0.35,0.805
PHI,45.321,36.679,0.024,0.06,0.163,0.35,0.892
GSW,44.403,37.597,0.023,0.054,0.111,0.235,0.54
ORL,47.401,34.599,0.022,0.046,0.123,0.366,0.944
IND,44.123,37.877,0.015,0.039,0.085,0.235,0.758
DAL,44.896,37.104,0.014,0.033,0.081,0.187,0.551
LAL,43.005,38.995,0.014,0.028,0.06,0.134,0.331
ATL,36.952,45.048,0.002,0.01,0.023,0.046,0.182
CHI,40.514,41.486,0.0,0.006,0.029,0.073,0.332
BRK,33.529,48.471,0.0,0.0,0.002,0.006,0.027
HOU,37.176,44.824,0.0,0.0,0.001,0.002,0.013
TOR,31.303,50.697,0.0,0.0,0.0,0.002,0.006
UTA,35.686,46.314,0.0,0.0,0.0,0.001,0.005
MEM,30.896,51.104,0.0,0.0,0.0,0.0,0.0
POR,24.411,57.589,0.0,0.0,0.0,0.0,0.0
CHO,22.398,59.602,0.0,0.0,0.0,0.0,0.0
SAS,19.519,62.481,0.0,0.0,0.0,0.0,0.0
DET,16.465,65.535,0.0,0.0,0.0,0.0,0.0
WAS,15.154,66.846,0.0,0.0,0.0,0.0,0.0
