team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.588,26.412,0.278,0.385,0.559,0.79,1.0
DEN,55.412,26.588,0.17,0.34,0.515,0.743,1.0
MIL,57.549,24.451,0.107,0.171,0.378,0.695,1.0
CLE,50.905,31.095,0.095,0.182,0.346,0.651,1.0
MEM,49.584,32.416,0.091,0.226,0.442,0.681,1.0
PHI,52.171,29.829,0.074,0.124,0.292,0.677,1.0
LAC,42.965,39.035,0.029,0.093,0.198,0.412,0.838
BRK,46.644,35.356,0.029,0.066,0.164,0.371,0.982
GSW,42.103,39.897,0.026,0.07,0.146,0.291,0.702
SAC,47.24,34.76,0.025,0.085,0.198,0.49,0.995
PHO,46.188,35.812,0.023,0.091,0.214,0.563,0.992
NYK,46.935,35.065,0.011,0.031,0.112,0.319,0.984
DAL,42.111,39.889,0.007,0.031,0.098,0.27,0.688
MIN,41.326,40.674,0.007,0.025,0.07,0.184,0.557
ATL,41.557,40.443,0.007,0.013,0.048,0.154,0.573
LAL,40.806,41.194,0.006,0.015,0.046,0.125,0.431
MIA,43.012,38.988,0.004,0.011,0.04,0.165,0.752
TOR,39.721,42.279,0.004,0.009,0.03,0.077,0.287
NOP,41.071,40.929,0.003,0.019,0.059,0.172,0.495
WAS,39.489,42.511,0.003,0.006,0.02,0.063,0.253
POR,38.554,43.446,0.001,0.002,0.005,0.029,0.119
CHI,38.312,43.688,0.0,0.002,0.011,0.036,0.149
OKC,38.317,43.683,0.0,0.002,0.004,0.022,0.089
UTA,38.651,43.349,0.0,0.001,0.005,0.018,0.094
IND,36.298,45.702,0.0,0.0,0.0,0.002,0.02
ORL,32.525,49.475,0.0,0.0,0.0,0.0,0.0
CHO,26.935,55.065,0.0,0.0,0.0,0.0,0.0
SAS,19.811,62.189,0.0,0.0,0.0,0.0,0.0
DET,19.307,62.693,0.0,0.0,0.0,0.0,0.0
HOU,18.913,63.087,0.0,0.0,0.0,0.0,0.0
