team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.918,22.082,0.396,0.506,0.688,0.867,1.0
DEN,51.538,28.462,0.162,0.356,0.494,0.709,0.991
PHI,53.05,26.95,0.158,0.255,0.52,0.766,0.996
MIN,51.876,28.124,0.08,0.215,0.41,0.674,0.99
PHO,47.333,32.667,0.028,0.106,0.246,0.51,0.912
ORL,46.893,33.107,0.027,0.062,0.167,0.439,0.908
MIL,47.33,32.67,0.023,0.053,0.176,0.477,0.934
OKC,47.1,32.9,0.016,0.071,0.17,0.412,0.881
GSW,41.829,38.171,0.016,0.041,0.091,0.214,0.522
LAC,42.452,37.548,0.015,0.056,0.125,0.288,0.609
NYK,45.082,34.918,0.015,0.044,0.142,0.404,0.851
DAL,43.835,36.165,0.012,0.038,0.125,0.306,0.703
LAL,42.757,37.243,0.011,0.036,0.094,0.226,0.616
CLE,43.17,36.83,0.011,0.023,0.084,0.294,0.712
MIA,43.047,36.953,0.006,0.02,0.075,0.227,0.715
IND,42.112,37.888,0.006,0.015,0.07,0.225,0.65
HOU,43.821,36.179,0.004,0.041,0.113,0.293,0.713
ATL,41.272,38.728,0.004,0.012,0.042,0.165,0.554
BRK,38.702,41.298,0.003,0.006,0.018,0.081,0.344
TOR,38.183,41.817,0.003,0.004,0.018,0.051,0.309
SAC,43.157,36.843,0.002,0.028,0.087,0.244,0.652
NOP,39.865,40.135,0.001,0.011,0.041,0.11,0.354
UTA,33.725,46.275,0.001,0.001,0.004,0.014,0.053
CHI,30.753,49.247,0.0,0.0,0.0,0.004,0.024
MEM,26.146,53.854,0.0,0.0,0.0,0.0,0.004
CHO,26.02,53.98,0.0,0.0,0.0,0.0,0.002
DET,24.029,55.971,0.0,0.0,0.0,0.0,0.001
SAS,23.632,56.368,0.0,0.0,0.0,0.0,0.0
POR,23.615,56.385,0.0,0.0,0.0,0.0,0.0
WAS,19.758,60.242,0.0,0.0,0.0,0.0,0.0
