team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.244,20.756,0.433,0.551,0.737,0.889,1.0
MIN,55.609,26.391,0.137,0.302,0.462,0.703,1.0
PHI,52.373,29.627,0.124,0.197,0.453,0.736,0.994
DEN,52.39,29.61,0.083,0.239,0.435,0.691,0.994
LAC,49.786,32.214,0.038,0.118,0.259,0.538,0.968
MIL,49.952,32.048,0.036,0.058,0.196,0.556,0.984
OKC,51.744,30.256,0.024,0.115,0.254,0.566,0.98
CLE,46.357,35.643,0.02,0.043,0.123,0.38,0.911
ORL,46.117,35.883,0.019,0.041,0.111,0.321,0.857
NYK,47.822,34.178,0.014,0.047,0.167,0.452,0.954
PHO,42.381,39.619,0.013,0.041,0.095,0.216,0.502
HOU,43.132,38.868,0.012,0.053,0.108,0.252,0.571
IND,45.555,36.445,0.01,0.035,0.107,0.319,0.829
MIA,44.935,37.065,0.008,0.024,0.076,0.247,0.809
DAL,44.126,37.874,0.007,0.028,0.079,0.233,0.623
LAL,42.185,39.815,0.007,0.028,0.069,0.154,0.446
SAC,45.284,36.716,0.005,0.034,0.101,0.262,0.736
NOP,45.751,36.249,0.005,0.029,0.094,0.255,0.776
GSW,39.702,42.298,0.002,0.007,0.029,0.078,0.229
UTA,39.218,42.782,0.001,0.006,0.015,0.051,0.166
ATL,38.302,43.698,0.001,0.002,0.012,0.052,0.237
CHI,37.292,44.708,0.001,0.001,0.004,0.021,0.158
TOR,36.163,45.837,0.0,0.001,0.008,0.018,0.117
BRK,36.921,45.079,0.0,0.0,0.006,0.009,0.15
MEM,32.402,49.598,0.0,0.0,0.0,0.001,0.009
POR,23.864,58.136,0.0,0.0,0.0,0.0,0.0
CHO,23.336,58.664,0.0,0.0,0.0,0.0,0.0
SAS,20.96,61.04,0.0,0.0,0.0,0.0,0.0
WAS,18.154,63.846,0.0,0.0,0.0,0.0,0.0
DET,16.943,65.057,0.0,0.0,0.0,0.0,0.0
