team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.273,23.727,0.358,0.485,0.702,0.861,0.999
PHI,52.308,27.692,0.165,0.252,0.5,0.734,0.987
DEN,52.814,27.186,0.149,0.339,0.504,0.724,0.991
GSW,48.213,31.787,0.061,0.156,0.292,0.549,0.936
MIN,48.258,31.742,0.05,0.126,0.272,0.517,0.93
PHO,45.474,34.526,0.043,0.112,0.24,0.464,0.858
MIL,44.561,35.439,0.028,0.052,0.16,0.416,0.83
DAL,46.896,33.104,0.027,0.087,0.205,0.454,0.885
ATL,44.666,35.334,0.025,0.063,0.15,0.382,0.832
LAC,45.732,34.268,0.022,0.089,0.194,0.453,0.87
CLE,42.565,37.435,0.017,0.05,0.127,0.374,0.758
NYK,43.857,36.143,0.016,0.033,0.133,0.383,0.815
LAL,40.293,39.707,0.009,0.023,0.088,0.217,0.527
OKC,41.883,38.117,0.005,0.026,0.081,0.224,0.639
IND,41.467,38.533,0.005,0.021,0.075,0.228,0.658
MIA,38.455,41.545,0.005,0.015,0.041,0.165,0.434
SAC,37.438,42.562,0.003,0.02,0.042,0.109,0.352
ORL,40.743,39.257,0.003,0.014,0.053,0.19,0.605
NOP,39.299,40.701,0.003,0.013,0.046,0.151,0.457
BRK,38.116,41.884,0.003,0.008,0.03,0.111,0.438
HOU,36.544,43.456,0.002,0.008,0.021,0.074,0.298
CHO,31.167,48.833,0.001,0.002,0.004,0.025,0.099
TOR,37.631,42.369,0.0,0.005,0.022,0.099,0.386
MEM,33.228,46.772,0.0,0.001,0.011,0.044,0.146
CHI,32.17,47.83,0.0,0.0,0.003,0.021,0.11
UTA,29.485,50.515,0.0,0.0,0.003,0.01,0.06
SAS,27.906,52.094,0.0,0.0,0.001,0.004,0.019
DET,28.521,51.479,0.0,0.0,0.0,0.007,0.038
POR,29.589,50.411,0.0,0.0,0.0,0.006,0.032
WAS,24.448,55.552,0.0,0.0,0.0,0.004,0.011
