team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.087,17.913,0.24,0.369,0.547,0.768,1.0
DEN,56.688,25.312,0.139,0.265,0.423,0.663,1.0
MIL,51.798,30.202,0.111,0.199,0.41,0.676,1.0
CLE,48.847,33.153,0.079,0.153,0.277,0.651,0.996
MIN,55.964,26.036,0.062,0.13,0.276,0.54,1.0
PHO,47.662,34.338,0.06,0.132,0.228,0.431,0.83
OKC,55.386,26.614,0.055,0.109,0.241,0.52,1.0
LAC,50.746,31.254,0.042,0.098,0.212,0.46,0.985
NYK,49.535,32.465,0.041,0.1,0.236,0.58,0.998
NOP,49.635,32.365,0.041,0.092,0.199,0.429,0.939
PHI,44.177,37.823,0.035,0.07,0.182,0.341,0.879
DAL,48.642,33.358,0.022,0.065,0.155,0.391,0.864
SAC,47.224,34.776,0.018,0.057,0.134,0.293,0.703
IND,45.47,36.53,0.015,0.041,0.121,0.289,0.912
ORL,47.048,34.952,0.012,0.035,0.105,0.346,0.975
LAL,45.722,36.278,0.01,0.03,0.077,0.171,0.416
GSW,43.821,38.179,0.01,0.02,0.047,0.086,0.216
MIA,44.611,37.389,0.006,0.027,0.091,0.273,0.866
ATL,37.485,44.515,0.001,0.004,0.018,0.039,0.183
CHI,39.095,42.905,0.001,0.002,0.013,0.037,0.19
HOU,42.143,39.857,0.0,0.002,0.008,0.016,0.047
BRK,32.368,49.632,0.0,0.0,0.0,0.0,0.001
UTA,32.002,49.998,0.0,0.0,0.0,0.0,0.0
MEM,28.12,53.88,0.0,0.0,0.0,0.0,0.0
TOR,26.367,55.633,0.0,0.0,0.0,0.0,0.0
POR,22.245,59.755,0.0,0.0,0.0,0.0,0.0
CHO,20.962,61.038,0.0,0.0,0.0,0.0,0.0
SAS,20.118,61.882,0.0,0.0,0.0,0.0,0.0
WAS,16.809,65.191,0.0,0.0,0.0,0.0,0.0
DET,15.223,66.777,0.0,0.0,0.0,0.0,0.0
