team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.254,20.746,0.355,0.464,0.638,0.839,1.0
MIN,56.542,25.458,0.122,0.262,0.439,0.705,1.0
PHI,54.329,27.671,0.112,0.194,0.431,0.702,1.0
DEN,53.556,28.444,0.097,0.245,0.393,0.675,0.999
LAC,50.368,31.632,0.056,0.149,0.286,0.579,0.988
MIL,50.624,31.376,0.049,0.086,0.229,0.545,0.993
OKC,52.329,29.671,0.031,0.107,0.266,0.539,0.998
CLE,48.027,33.973,0.031,0.064,0.175,0.473,0.953
PHO,44.674,37.326,0.026,0.064,0.149,0.312,0.755
ORL,45.225,36.775,0.024,0.052,0.113,0.329,0.859
IND,45.102,36.898,0.022,0.042,0.107,0.303,0.85
NYK,48.043,33.957,0.021,0.063,0.177,0.447,0.963
DAL,43.701,37.299,0.017,0.042,0.106,0.234,0.642
MIA,44.906,37.094,0.01,0.028,0.102,0.27,0.834
NOP,45.398,36.602,0.008,0.033,0.108,0.296,0.79
SAC,43.465,38.535,0.007,0.029,0.071,0.208,0.618
HOU,41.962,40.038,0.005,0.033,0.082,0.206,0.452
LAL,41.033,40.967,0.003,0.016,0.046,0.116,0.351
UTA,40.32,40.68,0.002,0.013,0.036,0.088,0.275
GSW,38.295,41.705,0.002,0.007,0.018,0.042,0.131
ATL,37.81,44.19,0.0,0.004,0.015,0.041,0.213
BRK,36.043,45.957,0.0,0.001,0.007,0.015,0.116
CHI,37.385,44.615,0.0,0.001,0.004,0.023,0.158
TOR,35.049,46.951,0.0,0.001,0.002,0.013,0.061
MEM,31.616,50.384,0.0,0.0,0.0,0.0,0.001
POR,24.039,57.961,0.0,0.0,0.0,0.0,0.0
CHO,22.702,59.298,0.0,0.0,0.0,0.0,0.0
SAS,19.629,62.371,0.0,0.0,0.0,0.0,0.0
WAS,18.015,63.985,0.0,0.0,0.0,0.0,0.0
DET,16.559,65.441,0.0,0.0,0.0,0.0,0.0
