team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.6,20.4,0.336,0.478,0.673,0.872,1.0
MIN,56.43,25.57,0.129,0.245,0.433,0.691,1.0
PHI,53.042,28.958,0.122,0.2,0.446,0.719,0.999
DEN,53.474,28.526,0.098,0.247,0.417,0.651,1.0
LAC,50.028,31.972,0.05,0.133,0.251,0.579,0.984
MIL,51.453,30.547,0.046,0.083,0.218,0.533,0.99
OKC,52.623,29.377,0.045,0.115,0.281,0.574,0.996
CLE,46.937,35.063,0.024,0.052,0.15,0.415,0.902
NYK,48.043,33.957,0.022,0.056,0.154,0.459,0.954
IND,45.881,36.119,0.02,0.044,0.108,0.318,0.875
PHO,43.543,38.457,0.019,0.063,0.128,0.259,0.595
ORL,45.467,36.533,0.016,0.042,0.118,0.335,0.865
NOP,46.398,35.602,0.015,0.055,0.133,0.302,0.82
HOU,43.327,38.673,0.013,0.047,0.097,0.254,0.576
MIA,45.787,36.213,0.013,0.034,0.11,0.286,0.862
SAC,44.449,37.551,0.009,0.029,0.09,0.214,0.644
LAL,40.693,41.307,0.008,0.022,0.047,0.113,0.299
DAL,43.932,38.068,0.005,0.029,0.076,0.225,0.616
GSW,40.113,41.887,0.003,0.011,0.031,0.078,0.24
UTA,40.358,41.642,0.003,0.004,0.016,0.06,0.229
BRK,36.349,45.651,0.002,0.003,0.008,0.018,0.137
ATL,36.559,45.441,0.001,0.004,0.005,0.017,0.158
TOR,35.567,46.433,0.001,0.003,0.007,0.015,0.108
CHI,36.959,45.041,0.0,0.001,0.003,0.013,0.15
MEM,31.142,50.858,0.0,0.0,0.0,0.0,0.001
POR,22.422,59.578,0.0,0.0,0.0,0.0,0.0
CHO,22.331,59.669,0.0,0.0,0.0,0.0,0.0
SAS,20.693,61.307,0.0,0.0,0.0,0.0,0.0
WAS,18.552,63.448,0.0,0.0,0.0,0.0,0.0
DET,15.848,66.152,0.0,0.0,0.0,0.0,0.0
