team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,58.723,23.277,0.245,0.372,0.552,0.788,1.0
MIL,51.354,30.646,0.127,0.189,0.349,0.664,0.997
DEN,53.745,28.255,0.122,0.251,0.398,0.66,0.998
CLE,51.652,30.348,0.097,0.174,0.367,0.675,0.999
PHO,46.613,35.387,0.062,0.155,0.275,0.499,0.856
MIN,52.872,29.128,0.055,0.122,0.243,0.528,0.995
LAC,52.077,29.923,0.051,0.133,0.273,0.532,0.991
OKC,52.981,29.019,0.049,0.113,0.245,0.534,0.998
NYK,51.056,30.944,0.043,0.089,0.229,0.515,0.997
PHI,49.746,32.254,0.043,0.085,0.23,0.53,0.986
NOP,45.939,36.061,0.027,0.066,0.153,0.327,0.814
SAC,46.183,35.817,0.015,0.061,0.148,0.336,0.814
LAL,41.154,40.846,0.014,0.033,0.076,0.151,0.363
ORL,43.963,38.037,0.011,0.03,0.078,0.23,0.815
MIA,42.564,39.436,0.011,0.024,0.073,0.212,0.734
IND,43.862,38.138,0.009,0.023,0.076,0.234,0.814
DAL,42.45,39.55,0.007,0.023,0.061,0.153,0.457
GSW,40.919,41.081,0.005,0.028,0.073,0.161,0.357
HOU,39.585,42.415,0.003,0.008,0.035,0.071,0.191
UTA,38.978,43.022,0.002,0.006,0.019,0.046,0.156
ATL,36.791,45.209,0.001,0.006,0.014,0.052,0.193
BRK,34.969,47.031,0.001,0.003,0.008,0.027,0.108
CHI,38.393,43.607,0.0,0.004,0.021,0.064,0.311
TOR,32.423,49.577,0.0,0.001,0.003,0.009,0.046
MEM,34.073,47.927,0.0,0.001,0.001,0.002,0.01
POR,26.602,55.398,0.0,0.0,0.0,0.0,0.0
CHO,22.756,59.244,0.0,0.0,0.0,0.0,0.0
SAS,20.741,61.259,0.0,0.0,0.0,0.0,0.0
WAS,19.743,62.257,0.0,0.0,0.0,0.0,0.0
DET,17.093,64.907,0.0,0.0,0.0,0.0,0.0
