team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.579,22.421,0.245,0.367,0.529,0.791,1.0
DEN,53.704,28.296,0.134,0.266,0.414,0.665,0.999
CLE,53.424,28.576,0.117,0.199,0.411,0.707,1.0
MIL,50.443,31.557,0.093,0.174,0.326,0.639,0.997
PHO,47.605,34.395,0.065,0.147,0.271,0.468,0.886
MIN,53.431,28.569,0.055,0.132,0.269,0.541,0.997
OKC,52.846,29.154,0.046,0.117,0.243,0.542,0.993
LAC,52.545,29.455,0.045,0.108,0.253,0.552,0.993
PHI,46.658,35.342,0.045,0.078,0.191,0.452,0.95
NYK,49.75,32.25,0.037,0.089,0.237,0.529,0.99
NOP,46.612,35.388,0.026,0.074,0.171,0.361,0.81
SAC,46.199,35.801,0.02,0.062,0.133,0.293,0.763
GSW,42.789,39.211,0.016,0.036,0.092,0.18,0.43
IND,43.943,38.057,0.014,0.031,0.09,0.274,0.818
LAL,42.513,39.487,0.011,0.028,0.06,0.157,0.383
ORL,43.985,38.015,0.009,0.019,0.07,0.22,0.791
MIA,42.993,39.007,0.007,0.022,0.094,0.241,0.777
DAL,44.313,37.687,0.006,0.022,0.076,0.186,0.552
CHI,39.085,42.915,0.003,0.01,0.025,0.084,0.361
UTA,39.417,42.583,0.003,0.004,0.01,0.031,0.121
ATL,37.475,44.525,0.002,0.005,0.015,0.044,0.232
HOU,38.059,43.941,0.001,0.004,0.008,0.023,0.072
BRK,34.125,47.875,0.0,0.003,0.006,0.012,0.061
TOR,32.48,49.52,0.0,0.003,0.006,0.007,0.023
MEM,32.786,49.214,0.0,0.0,0.0,0.001,0.001
POR,25.896,56.104,0.0,0.0,0.0,0.0,0.0
CHO,20.89,61.11,0.0,0.0,0.0,0.0,0.0
SAS,19.819,62.181,0.0,0.0,0.0,0.0,0.0
WAS,18.713,63.287,0.0,0.0,0.0,0.0,0.0
DET,17.923,64.077,0.0,0.0,0.0,0.0,0.0
