team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.746,23.254,0.369,0.512,0.676,0.852,0.998
DEN,51.865,28.135,0.167,0.321,0.474,0.737,0.984
PHI,51.1,28.9,0.119,0.2,0.467,0.734,0.978
GSW,48.246,31.754,0.056,0.149,0.303,0.565,0.921
LAC,48.316,31.684,0.054,0.148,0.298,0.576,0.929
MIN,47.143,32.857,0.038,0.106,0.227,0.492,0.886
PHO,43.926,36.074,0.035,0.089,0.21,0.404,0.782
ATL,45.938,34.062,0.025,0.07,0.17,0.462,0.899
CLE,41.263,38.737,0.024,0.048,0.123,0.307,0.696
MIL,43.222,36.778,0.023,0.058,0.151,0.378,0.769
DAL,44.259,35.741,0.021,0.061,0.143,0.311,0.751
NYK,42.424,37.576,0.02,0.046,0.145,0.344,0.745
OKC,40.837,39.163,0.008,0.031,0.08,0.202,0.559
ORL,43.68,36.32,0.008,0.027,0.114,0.323,0.802
NOP,40.487,39.513,0.008,0.026,0.072,0.187,0.539
LAL,41.146,38.854,0.006,0.036,0.091,0.219,0.59
IND,38.115,41.885,0.004,0.009,0.03,0.137,0.44
SAC,39.583,40.417,0.003,0.019,0.066,0.189,0.506
MIA,37.368,42.632,0.003,0.011,0.032,0.124,0.433
BRK,38.486,41.514,0.003,0.008,0.041,0.148,0.501
TOR,36.194,43.806,0.003,0.007,0.027,0.098,0.341
MEM,32.095,47.905,0.001,0.004,0.01,0.033,0.092
SAS,31.911,48.089,0.001,0.002,0.007,0.021,0.124
DET,33.162,46.838,0.001,0.001,0.007,0.042,0.189
HOU,32.847,47.153,0.0,0.005,0.007,0.021,0.128
UTA,31.776,48.224,0.0,0.003,0.005,0.012,0.086
CHI,29.054,50.946,0.0,0.002,0.005,0.014,0.06
CHO,31.821,48.179,0.0,0.001,0.01,0.032,0.132
POR,32.154,47.846,0.0,0.0,0.007,0.031,0.123
WAS,24.836,55.164,0.0,0.0,0.002,0.005,0.017
