team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.012,25.988,0.32,0.399,0.571,0.803,1.0
MIL,58.501,23.499,0.134,0.195,0.448,0.735,1.0
DEN,55.058,26.942,0.129,0.322,0.486,0.733,1.0
PHI,53.222,28.778,0.122,0.169,0.295,0.672,1.0
CLE,51.441,30.559,0.091,0.132,0.346,0.68,1.0
MEM,51.082,30.918,0.055,0.218,0.417,0.691,1.0
SAC,49.058,32.942,0.026,0.102,0.238,0.526,1.0
LAC,43.545,38.455,0.023,0.103,0.211,0.459,0.96
GSW,42.868,39.132,0.02,0.085,0.184,0.383,0.903
BRK,45.22,36.78,0.02,0.032,0.107,0.342,0.994
PHO,44.684,37.316,0.013,0.078,0.195,0.543,0.993
NYK,46.654,35.346,0.011,0.027,0.1,0.317,1.0
MIN,41.962,40.038,0.01,0.03,0.095,0.235,0.691
NOP,41.148,40.852,0.008,0.039,0.091,0.201,0.549
CHI,39.354,42.646,0.007,0.011,0.025,0.062,0.256
LAL,41.217,40.783,0.004,0.018,0.052,0.129,0.493
MIA,42.677,39.323,0.004,0.015,0.047,0.157,0.762
TOR,40.548,41.452,0.002,0.008,0.03,0.111,0.472
ATL,40.753,41.247,0.001,0.012,0.031,0.116,0.494
OKC,40.254,41.746,0.0,0.004,0.017,0.055,0.24
DAL,39.863,42.137,0.0,0.001,0.013,0.041,0.159
UTA,38.222,43.778,0.0,0.0,0.001,0.004,0.012
WAS,37.38,44.62,0.0,0.0,0.0,0.005,0.022
IND,35.062,46.938,0.0,0.0,0.0,0.0,0.0
POR,34.4,47.6,0.0,0.0,0.0,0.0,0.0
ORL,34.397,47.603,0.0,0.0,0.0,0.0,0.0
CHO,27.895,54.105,0.0,0.0,0.0,0.0,0.0
SAS,20.114,61.886,0.0,0.0,0.0,0.0,0.0
HOU,19.552,62.448,0.0,0.0,0.0,0.0,0.0
DET,17.857,64.143,0.0,0.0,0.0,0.0,0.0
