team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.535,22.465,0.338,0.479,0.633,0.823,0.999
DEN,50.034,29.966,0.134,0.269,0.416,0.677,0.968
PHI,51.547,28.453,0.104,0.174,0.393,0.647,0.988
MIN,51.757,28.243,0.096,0.216,0.393,0.634,0.987
PHO,46.662,33.338,0.039,0.108,0.25,0.478,0.875
MIL,46.937,33.063,0.036,0.069,0.183,0.46,0.913
ORL,46.688,33.312,0.029,0.073,0.189,0.425,0.874
NYK,46.391,33.609,0.028,0.065,0.173,0.471,0.884
OKC,46.799,33.201,0.025,0.085,0.185,0.414,0.862
LAC,42.928,37.072,0.023,0.071,0.136,0.283,0.64
LAL,43.466,36.534,0.02,0.055,0.123,0.281,0.666
CLE,42.926,37.074,0.019,0.044,0.123,0.276,0.702
HOU,43.759,36.241,0.018,0.052,0.142,0.309,0.687
DAL,43.598,36.402,0.016,0.042,0.11,0.299,0.68
SAC,43.275,36.725,0.015,0.043,0.108,0.261,0.68
IND,43.162,36.838,0.015,0.038,0.097,0.28,0.697
MIA,43.455,36.545,0.014,0.029,0.105,0.273,0.718
GSW,41.393,38.607,0.013,0.038,0.087,0.226,0.495
ATL,41.544,38.456,0.007,0.016,0.053,0.179,0.575
NOP,40.262,39.738,0.006,0.02,0.047,0.127,0.407
BRK,38.727,41.273,0.004,0.009,0.027,0.077,0.307
TOR,38.45,41.55,0.001,0.003,0.023,0.084,0.316
UTA,32.91,47.09,0.0,0.001,0.003,0.011,0.045
CHI,31.022,48.978,0.0,0.001,0.001,0.005,0.022
MEM,28.828,51.172,0.0,0.0,0.0,0.0,0.008
CHO,26.09,53.91,0.0,0.0,0.0,0.0,0.004
DET,25.304,54.696,0.0,0.0,0.0,0.0,0.001
SAS,23.381,56.619,0.0,0.0,0.0,0.0,0.0
POR,22.545,57.455,0.0,0.0,0.0,0.0,0.0
WAS,18.625,61.375,0.0,0.0,0.0,0.0,0.0
