team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.647,21.353,0.248,0.353,0.528,0.775,1.0
CLE,53.261,28.739,0.133,0.216,0.414,0.704,1.0
DEN,52.485,29.515,0.126,0.244,0.401,0.632,0.992
MIL,49.53,32.47,0.089,0.158,0.331,0.639,0.991
PHO,47.707,34.293,0.067,0.144,0.276,0.491,0.863
MIN,55.31,26.69,0.056,0.134,0.276,0.558,0.999
OKC,53.116,28.884,0.043,0.116,0.267,0.517,0.996
LAC,52.42,29.58,0.042,0.106,0.216,0.472,0.992
NYK,47.935,34.065,0.038,0.083,0.19,0.462,0.969
PHI,47.036,34.964,0.032,0.076,0.21,0.47,0.96
NOP,47.915,34.085,0.02,0.078,0.167,0.374,0.869
SAC,46.011,35.989,0.02,0.046,0.115,0.285,0.688
LAL,43.465,38.535,0.018,0.045,0.097,0.188,0.426
DAL,45.765,36.235,0.017,0.046,0.091,0.252,0.655
ORL,44.609,37.391,0.012,0.03,0.091,0.25,0.821
MIA,44.457,37.543,0.011,0.033,0.098,0.288,0.86
GSW,43.54,38.46,0.01,0.038,0.088,0.212,0.461
IND,44.501,37.499,0.009,0.032,0.085,0.279,0.839
CHI,38.944,43.056,0.005,0.014,0.032,0.077,0.316
HOU,37.656,44.344,0.002,0.002,0.003,0.01,0.036
UTA,37.544,44.456,0.001,0.001,0.003,0.009,0.023
TOR,30.876,51.124,0.001,0.001,0.001,0.004,0.013
ATL,36.635,45.365,0.0,0.004,0.017,0.044,0.182
BRK,33.832,48.168,0.0,0.0,0.003,0.008,0.049
MEM,32.522,49.478,0.0,0.0,0.0,0.0,0.0
POR,24.696,57.304,0.0,0.0,0.0,0.0,0.0
CHO,22.955,59.045,0.0,0.0,0.0,0.0,0.0
SAS,19.628,62.372,0.0,0.0,0.0,0.0,0.0
WAS,17.847,64.153,0.0,0.0,0.0,0.0,0.0
DET,17.155,64.845,0.0,0.0,0.0,0.0,0.0
