team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.751,25.249,0.31,0.438,0.568,0.79,1.0
DEN,54.22,27.78,0.126,0.29,0.47,0.7,1.0
CLE,51.61,30.39,0.097,0.18,0.349,0.631,0.999
MEM,49.384,32.616,0.095,0.212,0.397,0.639,0.995
PHI,50.712,31.288,0.062,0.121,0.287,0.596,0.998
LAC,43.524,38.476,0.053,0.111,0.209,0.408,0.765
MIL,53.927,28.073,0.046,0.108,0.311,0.641,0.999
BRK,47.164,34.836,0.034,0.072,0.178,0.436,0.977
PHO,44.684,37.316,0.029,0.08,0.174,0.433,0.855
DAL,44.236,37.764,0.029,0.071,0.174,0.415,0.84
GSW,42.651,39.349,0.028,0.061,0.138,0.304,0.634
SAC,44.546,37.454,0.02,0.058,0.132,0.339,0.826
NOP,43.39,38.61,0.02,0.057,0.128,0.313,0.715
MIN,42.078,39.922,0.015,0.046,0.102,0.229,0.565
MIA,44.748,37.252,0.009,0.026,0.109,0.296,0.86
ATL,41.707,40.293,0.009,0.015,0.048,0.153,0.563
NYK,43.826,38.174,0.007,0.03,0.085,0.242,0.805
TOR,39.42,42.58,0.005,0.008,0.026,0.077,0.271
POR,40.193,41.807,0.003,0.008,0.032,0.088,0.278
OKC,39.851,42.149,0.001,0.002,0.022,0.062,0.233
UTA,39.918,42.082,0.001,0.002,0.014,0.05,0.217
LAL,38.036,43.964,0.001,0.002,0.008,0.02,0.077
WAS,39.568,42.432,0.0,0.001,0.024,0.076,0.292
CHI,39.007,42.993,0.0,0.001,0.014,0.059,0.222
ORL,33.897,48.103,0.0,0.0,0.001,0.001,0.006
IND,34.571,47.429,0.0,0.0,0.0,0.002,0.008
CHO,23.983,58.017,0.0,0.0,0.0,0.0,0.0
DET,22.689,59.311,0.0,0.0,0.0,0.0,0.0
HOU,19.933,62.067,0.0,0.0,0.0,0.0,0.0
SAS,19.776,62.224,0.0,0.0,0.0,0.0,0.0
