team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,57.413,24.587,0.34,0.448,0.582,0.807,1.0
DEN,55.305,26.695,0.158,0.332,0.495,0.732,1.0
CLE,50.287,31.713,0.092,0.16,0.306,0.654,1.0
MEM,50.047,31.953,0.087,0.208,0.423,0.673,1.0
PHI,50.837,31.163,0.071,0.123,0.296,0.601,0.999
MIL,55.64,26.36,0.058,0.116,0.331,0.69,1.0
LAC,43.454,38.546,0.043,0.141,0.247,0.435,0.817
BRK,46.687,35.313,0.028,0.065,0.184,0.416,0.949
PHO,44.404,37.596,0.023,0.067,0.172,0.473,0.902
GSW,42.161,39.839,0.016,0.052,0.116,0.274,0.638
DAL,43.541,38.459,0.015,0.057,0.151,0.398,0.838
NOP,41.789,40.211,0.014,0.038,0.096,0.223,0.573
SAC,45.759,36.241,0.012,0.057,0.146,0.403,0.954
MIA,42.966,39.034,0.011,0.026,0.083,0.21,0.707
NYK,45.769,36.231,0.009,0.024,0.095,0.279,0.934
MIN,40.424,41.576,0.006,0.025,0.069,0.145,0.356
ATL,42.218,39.782,0.006,0.011,0.047,0.148,0.611
WAS,39.985,42.015,0.002,0.013,0.031,0.071,0.293
LAL,39.902,42.098,0.002,0.01,0.034,0.074,0.268
TOR,40.12,41.88,0.002,0.01,0.024,0.072,0.315
CHI,39.037,42.963,0.002,0.004,0.019,0.049,0.181
POR,39.433,42.567,0.001,0.006,0.023,0.05,0.218
UTA,40.322,41.678,0.001,0.005,0.02,0.086,0.295
OKC,38.691,43.309,0.001,0.002,0.008,0.034,0.141
IND,35.583,46.417,0.0,0.0,0.002,0.003,0.007
ORL,33.168,48.832,0.0,0.0,0.0,0.0,0.004
CHO,26.123,55.877,0.0,0.0,0.0,0.0,0.0
DET,21.294,60.706,0.0,0.0,0.0,0.0,0.0
HOU,19.138,62.862,0.0,0.0,0.0,0.0,0.0
SAS,18.503,63.497,0.0,0.0,0.0,0.0,0.0
