team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,49.287,30.713,0.158,0.25,0.377,0.581,0.862
DEN,49.599,30.401,0.096,0.172,0.325,0.526,0.851
CLE,42.713,37.287,0.074,0.118,0.221,0.38,0.639
MIL,44.37,35.63,0.065,0.118,0.224,0.406,0.715
PHO,48.139,31.861,0.063,0.144,0.242,0.461,0.813
DAL,41.541,38.459,0.047,0.09,0.16,0.31,0.571
ATL,41.703,38.297,0.038,0.068,0.156,0.304,0.615
NYK,40.927,39.073,0.037,0.067,0.124,0.269,0.581
NOP,42.93,37.07,0.035,0.075,0.144,0.308,0.649
MEM,42.818,37.182,0.033,0.066,0.149,0.303,0.65
GSW,45.513,34.487,0.032,0.074,0.159,0.343,0.715
BRK,39.113,40.887,0.032,0.061,0.123,0.267,0.513
CHO,39.845,40.155,0.031,0.061,0.147,0.275,0.524
POR,40.547,39.453,0.029,0.06,0.121,0.258,0.53
LAC,39.859,40.141,0.027,0.072,0.139,0.251,0.502
ORL,40.152,39.848,0.025,0.054,0.118,0.267,0.542
LAL,44.177,35.823,0.024,0.059,0.133,0.295,0.676
MIN,42.11,37.89,0.019,0.057,0.143,0.303,0.598
PHI,37.819,42.181,0.016,0.034,0.093,0.218,0.485
OKC,34.402,45.598,0.016,0.031,0.059,0.129,0.304
CHI,32.564,47.436,0.015,0.024,0.055,0.109,0.286
HOU,34.759,45.241,0.014,0.04,0.081,0.149,0.31
MIA,37.984,42.016,0.014,0.034,0.075,0.184,0.493
IND,36.945,43.055,0.013,0.037,0.085,0.179,0.416
SAC,37.336,42.664,0.012,0.041,0.091,0.196,0.42
DET,36.695,43.305,0.012,0.027,0.067,0.165,0.407
TOR,35.45,44.55,0.01,0.025,0.069,0.165,0.413
WAS,38.733,41.267,0.007,0.022,0.066,0.231,0.509
UTA,33.743,46.257,0.006,0.012,0.037,0.119,0.296
SAS,28.227,51.773,0.0,0.007,0.017,0.049,0.115
