team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,62.133,19.867,0.271,0.388,0.549,0.777,1.0
DEN,55.213,26.787,0.144,0.267,0.433,0.656,1.0
MIL,51.936,30.064,0.109,0.203,0.405,0.675,0.999
CLE,51.008,30.992,0.077,0.142,0.324,0.652,0.998
OKC,55.044,26.956,0.061,0.134,0.274,0.553,1.0
PHO,46.175,35.825,0.049,0.126,0.243,0.401,0.771
MIN,53.97,28.03,0.047,0.105,0.24,0.549,1.0
NOP,49.243,32.757,0.037,0.091,0.203,0.457,0.954
LAC,51.909,30.091,0.035,0.107,0.23,0.505,0.994
PHI,45.509,36.491,0.035,0.069,0.175,0.393,0.922
NYK,46.817,35.183,0.028,0.074,0.177,0.466,0.959
GSW,43.597,38.403,0.023,0.052,0.103,0.198,0.461
DAL,45.286,36.714,0.016,0.04,0.084,0.214,0.602
MIA,44.903,37.097,0.015,0.041,0.125,0.33,0.873
IND,44.688,37.312,0.015,0.041,0.108,0.274,0.832
LAL,44.138,37.862,0.014,0.032,0.07,0.165,0.444
SAC,46.319,35.681,0.013,0.045,0.119,0.295,0.751
ORL,46.135,35.865,0.01,0.033,0.096,0.315,0.913
CHI,40.1,41.9,0.001,0.004,0.02,0.07,0.312
ATL,37.219,44.781,0.0,0.004,0.02,0.043,0.159
HOU,38.372,43.628,0.0,0.001,0.001,0.006,0.021
BRK,33.808,48.192,0.0,0.001,0.001,0.005,0.03
UTA,35.445,46.555,0.0,0.0,0.0,0.001,0.002
TOR,30.496,51.504,0.0,0.0,0.0,0.0,0.003
MEM,29.985,52.015,0.0,0.0,0.0,0.0,0.0
POR,24.573,57.427,0.0,0.0,0.0,0.0,0.0
CHO,22.189,59.811,0.0,0.0,0.0,0.0,0.0
SAS,20.646,61.354,0.0,0.0,0.0,0.0,0.0
WAS,16.75,65.25,0.0,0.0,0.0,0.0,0.0
DET,16.394,65.606,0.0,0.0,0.0,0.0,0.0
