team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.15,20.85,0.31,0.431,0.611,0.816,1.0
PHI,54.581,27.419,0.134,0.219,0.45,0.704,0.997
MIN,56.498,25.502,0.127,0.247,0.418,0.668,0.999
DEN,52.941,29.059,0.089,0.203,0.359,0.637,0.995
MIL,52.28,29.72,0.044,0.088,0.248,0.564,0.992
LAC,47.609,34.391,0.038,0.101,0.212,0.427,0.891
CLE,46.113,35.887,0.033,0.067,0.163,0.395,0.906
PHO,43.32,38.68,0.028,0.076,0.137,0.265,0.583
ORL,46.647,35.353,0.027,0.054,0.151,0.432,0.912
NYK,45.028,36.972,0.026,0.051,0.124,0.334,0.849
OKC,51.391,30.609,0.023,0.11,0.253,0.531,0.979
HOU,43.661,38.339,0.021,0.071,0.149,0.307,0.631
LAL,43.391,38.609,0.018,0.045,0.105,0.258,0.593
MIA,45.253,36.747,0.017,0.035,0.096,0.314,0.858
SAC,44.367,37.633,0.016,0.049,0.106,0.262,0.65
DAL,44.557,37.443,0.013,0.043,0.107,0.276,0.693
IND,43.474,38.526,0.011,0.037,0.092,0.259,0.713
GSW,41.32,40.68,0.009,0.027,0.065,0.158,0.402
NOP,42.799,39.201,0.008,0.028,0.083,0.2,0.536
ATL,38.04,43.96,0.006,0.013,0.031,0.065,0.25
BRK,38.463,43.537,0.002,0.003,0.019,0.07,0.254
TOR,34.916,47.084,0.0,0.002,0.005,0.013,0.087
CHI,36.683,45.317,0.0,0.0,0.01,0.034,0.182
UTA,35.627,46.373,0.0,0.0,0.005,0.01,0.045
MEM,30.619,51.381,0.0,0.0,0.001,0.001,0.003
CHO,24.563,57.437,0.0,0.0,0.0,0.0,0.0
POR,24.293,57.707,0.0,0.0,0.0,0.0,0.0
SAS,21.589,60.411,0.0,0.0,0.0,0.0,0.0
WAS,20.033,61.967,0.0,0.0,0.0,0.0,0.0
DET,18.794,63.206,0.0,0.0,0.0,0.0,0.0
