team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,59.11,22.89,0.369,0.499,0.666,0.86,1.0
PHI,53.03,28.97,0.137,0.215,0.469,0.715,0.996
MIN,54.866,27.134,0.123,0.279,0.46,0.711,0.996
DEN,52.174,29.826,0.101,0.255,0.443,0.7,0.982
PHO,46.403,35.597,0.035,0.102,0.207,0.423,0.841
ORL,47.612,34.388,0.029,0.057,0.163,0.421,0.888
MIL,49.128,32.872,0.028,0.065,0.19,0.484,0.943
OKC,48.5,33.5,0.027,0.085,0.193,0.452,0.908
LAL,45.324,36.676,0.027,0.067,0.17,0.356,0.784
NYK,46.078,35.922,0.027,0.051,0.143,0.377,0.833
LAC,44.034,37.966,0.018,0.068,0.146,0.319,0.683
CLE,45.227,36.773,0.017,0.046,0.13,0.354,0.783
IND,44.057,37.943,0.014,0.031,0.086,0.252,0.675
DAL,42.928,39.072,0.01,0.033,0.077,0.2,0.549
HOU,42.826,39.174,0.009,0.033,0.077,0.213,0.567
GSW,42.164,39.836,0.009,0.027,0.071,0.201,0.524
NOP,42.521,39.479,0.006,0.018,0.054,0.165,0.503
SAC,43.366,38.634,0.005,0.031,0.098,0.252,0.615
ATL,41.239,40.761,0.004,0.008,0.035,0.133,0.473
MIA,43.54,38.46,0.002,0.015,0.073,0.206,0.645
BRK,40.751,41.249,0.002,0.004,0.024,0.109,0.418
TOR,38.972,43.028,0.001,0.009,0.021,0.084,0.309
UTA,34.007,47.993,0.0,0.002,0.003,0.007,0.036
MEM,31.384,50.616,0.0,0.0,0.001,0.001,0.012
CHI,33.083,48.917,0.0,0.0,0.0,0.005,0.037
CHO,27.232,54.768,0.0,0.0,0.0,0.0,0.0
POR,25.107,56.893,0.0,0.0,0.0,0.0,0.0
SAS,24.03,57.97,0.0,0.0,0.0,0.0,0.0
DET,21.294,60.706,0.0,0.0,0.0,0.0,0.0
WAS,20.013,61.987,0.0,0.0,0.0,0.0,0.0
