team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,61.344,20.656,0.249,0.354,0.527,0.756,1.0
DEN,54.798,27.202,0.102,0.227,0.382,0.649,1.0
CLE,51.797,30.203,0.096,0.18,0.365,0.656,1.0
MIL,51.445,30.555,0.091,0.188,0.36,0.665,0.999
PHO,46.931,35.069,0.075,0.148,0.261,0.457,0.842
MIN,54.385,27.615,0.061,0.132,0.272,0.558,1.0
OKC,54.645,27.355,0.056,0.13,0.274,0.552,1.0
NYK,47.446,34.554,0.042,0.074,0.188,0.471,0.966
LAC,51.824,30.176,0.037,0.108,0.244,0.499,0.992
NOP,48.895,33.105,0.037,0.08,0.18,0.407,0.921
GSW,44.093,37.907,0.033,0.055,0.106,0.224,0.504
PHI,44.861,37.139,0.022,0.067,0.167,0.391,0.869
SAC,47.039,34.961,0.022,0.056,0.132,0.308,0.81
DAL,44.767,37.233,0.019,0.031,0.082,0.197,0.534
MIA,45.777,36.223,0.014,0.047,0.128,0.328,0.89
ORL,46.599,35.401,0.014,0.034,0.115,0.321,0.925
IND,44.05,37.95,0.012,0.035,0.111,0.276,0.773
LAL,43.527,38.473,0.009,0.033,0.064,0.144,0.376
CHI,40.418,41.582,0.006,0.013,0.023,0.085,0.348
ATL,37.669,44.331,0.003,0.008,0.014,0.047,0.204
HOU,37.668,44.332,0.0,0.0,0.003,0.005,0.018
BRK,33.485,48.515,0.0,0.0,0.001,0.002,0.022
TOR,31.473,50.527,0.0,0.0,0.001,0.002,0.004
UTA,35.901,46.099,0.0,0.0,0.0,0.0,0.003
MEM,30.473,51.527,0.0,0.0,0.0,0.0,0.0
POR,24.287,57.713,0.0,0.0,0.0,0.0,0.0
CHO,21.78,60.22,0.0,0.0,0.0,0.0,0.0
SAS,19.671,62.329,0.0,0.0,0.0,0.0,0.0
DET,16.886,65.114,0.0,0.0,0.0,0.0,0.0
WAS,16.066,65.934,0.0,0.0,0.0,0.0,0.0
