team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.801,25.199,0.281,0.4,0.548,0.791,1.0
DEN,55.153,26.847,0.189,0.344,0.496,0.717,1.0
MIL,55.713,26.287,0.096,0.156,0.354,0.651,1.0
MEM,50.116,31.884,0.095,0.22,0.41,0.692,1.0
CLE,50.201,31.799,0.086,0.167,0.321,0.647,0.999
PHI,50.397,31.603,0.054,0.117,0.295,0.6,0.999
LAC,43.552,38.448,0.045,0.116,0.246,0.442,0.839
BRK,46.75,35.25,0.03,0.066,0.16,0.387,0.957
SAC,45.949,36.051,0.019,0.068,0.186,0.436,0.955
PHO,44.15,37.85,0.017,0.072,0.171,0.438,0.887
DAL,43.231,38.769,0.014,0.048,0.139,0.355,0.801
GSW,42.188,39.812,0.012,0.062,0.133,0.297,0.669
NYK,46.304,35.696,0.011,0.03,0.1,0.329,0.949
NOP,40.722,41.278,0.01,0.021,0.059,0.171,0.434
ATL,42.022,39.978,0.009,0.019,0.055,0.152,0.58
MIA,43.636,38.364,0.007,0.028,0.089,0.245,0.75
MIN,40.447,41.553,0.007,0.018,0.063,0.151,0.389
UTA,40.524,41.476,0.004,0.01,0.029,0.097,0.365
CHI,39.27,42.73,0.004,0.009,0.03,0.063,0.198
LAL,39.868,42.132,0.003,0.01,0.033,0.098,0.301
POR,39.295,42.705,0.003,0.008,0.025,0.059,0.2
WAS,39.794,42.206,0.002,0.005,0.018,0.056,0.257
TOR,40.038,41.962,0.001,0.003,0.03,0.076,0.289
OKC,38.622,43.378,0.001,0.003,0.01,0.047,0.16
IND,35.75,46.25,0.0,0.0,0.0,0.002,0.014
ORL,33.919,48.081,0.0,0.0,0.0,0.001,0.008
CHO,26.685,55.315,0.0,0.0,0.0,0.0,0.0
DET,20.722,61.278,0.0,0.0,0.0,0.0,0.0
HOU,19.268,62.732,0.0,0.0,0.0,0.0,0.0
SAS,18.913,63.087,0.0,0.0,0.0,0.0,0.0
