team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,60.724,21.276,0.354,0.491,0.681,0.858,1.0
PHI,55.329,26.671,0.159,0.247,0.491,0.732,0.997
MIN,55.997,26.003,0.142,0.271,0.441,0.689,0.996
DEN,51.798,30.202,0.103,0.24,0.431,0.655,0.975
OKC,49.474,32.526,0.027,0.073,0.188,0.445,0.902
ORL,48.261,33.739,0.027,0.056,0.158,0.448,0.93
LAC,47.418,34.582,0.025,0.098,0.195,0.436,0.845
MIL,49.64,32.36,0.025,0.074,0.195,0.533,0.964
PHO,44.466,37.534,0.023,0.065,0.148,0.307,0.626
LAL,45.033,36.967,0.021,0.059,0.131,0.291,0.653
HOU,46.488,35.512,0.017,0.078,0.158,0.363,0.769
CLE,45.95,36.05,0.015,0.04,0.142,0.388,0.855
DAL,45.505,36.495,0.014,0.037,0.093,0.253,0.685
SAC,45.434,36.566,0.013,0.037,0.1,0.263,0.667
NYK,45.73,36.27,0.013,0.036,0.108,0.349,0.839
IND,43.081,38.919,0.006,0.022,0.08,0.226,0.656
MIA,43.539,38.461,0.005,0.016,0.068,0.216,0.7
GSW,42.005,39.995,0.004,0.021,0.066,0.152,0.391
NOP,43.419,38.581,0.003,0.021,0.049,0.142,0.481
BRK,41.598,40.402,0.003,0.009,0.034,0.13,0.527
ATL,39.311,42.689,0.001,0.006,0.03,0.084,0.335
CHI,33.992,48.008,0.0,0.002,0.004,0.013,0.069
TOR,36.195,45.805,0.0,0.001,0.009,0.023,0.127
UTA,32.7,49.3,0.0,0.0,0.0,0.004,0.009
MEM,27.448,54.552,0.0,0.0,0.0,0.0,0.001
CHO,25.482,56.518,0.0,0.0,0.0,0.0,0.001
SAS,23.05,58.95,0.0,0.0,0.0,0.0,0.0
POR,22.776,59.224,0.0,0.0,0.0,0.0,0.0
DET,19.113,62.887,0.0,0.0,0.0,0.0,0.0
WAS,19.044,62.956,0.0,0.0,0.0,0.0,0.0
