team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,63.731,18.269,0.233,0.34,0.503,0.756,1.0
DEN,56.685,25.315,0.131,0.252,0.402,0.661,1.0
MIL,51.899,30.101,0.091,0.179,0.364,0.67,1.0
CLE,50.138,31.862,0.076,0.164,0.333,0.631,0.998
PHO,47.282,34.718,0.074,0.138,0.261,0.443,0.858
MIN,54.782,27.218,0.064,0.123,0.26,0.545,1.0
OKC,55.475,26.525,0.055,0.126,0.28,0.551,1.0
NYK,48.352,33.648,0.043,0.101,0.219,0.475,0.987
LAC,50.827,31.173,0.038,0.09,0.201,0.454,0.982
NOP,49.128,32.872,0.035,0.089,0.205,0.45,0.944
PHI,44.823,37.177,0.028,0.068,0.16,0.335,0.875
SAC,46.885,35.115,0.023,0.061,0.131,0.308,0.765
ORL,48.205,33.795,0.023,0.044,0.147,0.413,0.985
DAL,47.255,34.745,0.019,0.058,0.143,0.328,0.799
MIA,45.348,36.652,0.019,0.047,0.122,0.321,0.872
IND,45.088,36.912,0.016,0.043,0.113,0.296,0.844
GSW,43.574,38.426,0.014,0.03,0.057,0.125,0.306
LAL,43.574,38.426,0.013,0.028,0.052,0.117,0.296
ATL,36.189,45.811,0.002,0.006,0.021,0.04,0.171
HOU,40.658,41.342,0.002,0.005,0.008,0.018,0.05
CHI,39.887,42.113,0.001,0.008,0.017,0.061,0.259
BRK,31.725,50.275,0.0,0.0,0.001,0.002,0.008
TOR,28.688,53.312,0.0,0.0,0.0,0.0,0.001
UTA,33.71,48.29,0.0,0.0,0.0,0.0,0.0
MEM,28.376,53.624,0.0,0.0,0.0,0.0,0.0
POR,23.78,58.22,0.0,0.0,0.0,0.0,0.0
CHO,21.598,60.402,0.0,0.0,0.0,0.0,0.0
SAS,19.878,62.122,0.0,0.0,0.0,0.0,0.0
DET,16.529,65.471,0.0,0.0,0.0,0.0,0.0
WAS,15.931,66.069,0.0,0.0,0.0,0.0,0.0
