team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,56.387,25.613,0.302,0.406,0.554,0.794,1.0
DEN,56.094,25.906,0.177,0.37,0.501,0.724,1.0
CLE,50.023,31.977,0.105,0.169,0.31,0.659,1.0
MIL,56.714,25.286,0.104,0.173,0.416,0.71,1.0
MEM,50.12,31.88,0.093,0.208,0.406,0.648,1.0
PHI,50.473,31.527,0.059,0.12,0.281,0.628,1.0
PHO,45.253,36.747,0.032,0.092,0.223,0.505,0.961
GSW,43.545,38.455,0.02,0.077,0.18,0.445,0.866
BRK,46.413,35.587,0.02,0.047,0.144,0.378,0.966
LAC,42.155,39.845,0.017,0.069,0.15,0.306,0.708
SAC,47.02,34.98,0.015,0.054,0.163,0.441,0.99
NOP,41.05,40.95,0.011,0.034,0.096,0.214,0.492
MIA,42.523,39.477,0.01,0.02,0.068,0.184,0.644
DAL,43.098,38.902,0.009,0.053,0.143,0.37,0.826
NYK,47.161,34.839,0.009,0.031,0.111,0.317,0.987
MIN,41.317,40.683,0.006,0.032,0.09,0.203,0.553
ATL,41.855,40.145,0.004,0.014,0.053,0.142,0.574
WAS,41.144,40.856,0.002,0.009,0.027,0.095,0.405
CHI,38.24,43.76,0.002,0.003,0.01,0.029,0.112
UTA,38.859,43.141,0.002,0.002,0.008,0.028,0.143
LAL,39.56,42.44,0.001,0.004,0.023,0.056,0.249
TOR,40.03,41.97,0.0,0.008,0.026,0.062,0.295
OKC,38.019,43.981,0.0,0.004,0.008,0.034,0.102
POR,37.969,44.031,0.0,0.001,0.009,0.026,0.11
IND,35.684,46.316,0.0,0.0,0.0,0.001,0.011
ORL,34.21,47.79,0.0,0.0,0.0,0.001,0.006
CHO,25.545,56.455,0.0,0.0,0.0,0.0,0.0
DET,20.545,61.455,0.0,0.0,0.0,0.0,0.0
SAS,20.404,61.596,0.0,0.0,0.0,0.0,0.0
HOU,18.59,63.41,0.0,0.0,0.0,0.0,0.0
