team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,55.465,26.535,0.292,0.378,0.534,0.771,1.0
DEN,55.354,26.646,0.164,0.344,0.506,0.744,1.0
MIL,57.115,24.885,0.104,0.172,0.394,0.719,1.0
CLE,50.808,31.192,0.103,0.157,0.313,0.645,1.0
PHI,52.137,29.863,0.093,0.148,0.304,0.612,1.0
MEM,49.103,32.897,0.064,0.174,0.368,0.655,1.0
PHO,46.319,35.681,0.039,0.134,0.261,0.611,0.994
BRK,46.941,35.059,0.031,0.062,0.162,0.423,0.991
LAC,42.911,39.089,0.023,0.09,0.197,0.385,0.833
SAC,46.862,35.138,0.016,0.077,0.214,0.469,0.992
DAL,42.163,39.837,0.016,0.05,0.101,0.305,0.718
NYK,47.229,34.771,0.014,0.031,0.119,0.335,0.991
GSW,42.338,39.662,0.013,0.062,0.137,0.305,0.718
MIA,42.924,39.076,0.006,0.021,0.067,0.178,0.717
TOR,39.713,42.287,0.006,0.011,0.027,0.067,0.279
MIN,41.441,40.559,0.005,0.03,0.088,0.175,0.56
ATL,41.676,40.324,0.005,0.011,0.043,0.133,0.587
NOP,41.019,40.981,0.003,0.022,0.067,0.169,0.497
LAL,40.627,41.373,0.001,0.012,0.036,0.113,0.391
POR,38.591,43.409,0.001,0.003,0.012,0.027,0.117
CHI,38.441,43.559,0.001,0.002,0.013,0.04,0.14
WAS,39.729,42.271,0.0,0.006,0.023,0.075,0.28
OKC,38.628,43.372,0.0,0.002,0.01,0.032,0.121
IND,36.005,45.995,0.0,0.001,0.001,0.002,0.015
UTA,37.985,44.015,0.0,0.0,0.003,0.01,0.059
ORL,33.168,48.832,0.0,0.0,0.0,0.0,0.0
CHO,26.594,55.406,0.0,0.0,0.0,0.0,0.0
DET,19.748,62.252,0.0,0.0,0.0,0.0,0.0
SAS,19.706,62.294,0.0,0.0,0.0,0.0,0.0
HOU,19.26,62.74,0.0,0.0,0.0,0.0,0.0
