team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.995,17.005,0.283,0.415,0.573,0.791,1.0
DEN,56.556,25.444,0.147,0.268,0.423,0.642,1.0
MIL,49.011,32.989,0.09,0.183,0.345,0.616,0.999
CLE,48.14,33.86,0.066,0.138,0.29,0.605,1.0
MIN,56.505,25.495,0.062,0.137,0.281,0.546,1.0
PHO,47.858,34.142,0.056,0.126,0.243,0.437,0.824
OKC,55.481,26.519,0.051,0.109,0.228,0.481,1.0
LAC,52.326,29.674,0.042,0.099,0.208,0.488,1.0
DAL,50.299,31.701,0.037,0.087,0.195,0.503,1.0
PHI,46.154,35.846,0.035,0.069,0.179,0.37,0.912
NYK,48.171,33.829,0.028,0.082,0.223,0.542,0.993
NOP,48.036,33.964,0.028,0.074,0.162,0.359,0.793
SAC,47.417,34.583,0.023,0.05,0.123,0.279,0.706
IND,46.671,35.329,0.014,0.039,0.131,0.366,0.927
LAL,46.527,35.473,0.012,0.028,0.077,0.155,0.411
ORL,47.751,34.249,0.01,0.035,0.127,0.377,0.984
GSW,45.483,36.517,0.008,0.022,0.06,0.11,0.266
MIA,45.471,36.529,0.004,0.031,0.11,0.269,0.805
CHI,39.033,42.967,0.004,0.005,0.011,0.031,0.195
ATL,37.86,44.14,0.0,0.003,0.011,0.033,0.185
HOU,40.073,41.927,0.0,0.0,0.0,0.0,0.0
BRK,32.299,49.701,0.0,0.0,0.0,0.0,0.0
UTA,30.21,51.79,0.0,0.0,0.0,0.0,0.0
MEM,28.731,53.269,0.0,0.0,0.0,0.0,0.0
TOR,26.278,55.722,0.0,0.0,0.0,0.0,0.0
POR,22.209,59.791,0.0,0.0,0.0,0.0,0.0
SAS,20.635,61.365,0.0,0.0,0.0,0.0,0.0
CHO,19.969,62.031,0.0,0.0,0.0,0.0,0.0
WAS,15.732,66.268,0.0,0.0,0.0,0.0,0.0
DET,14.119,67.881,0.0,0.0,0.0,0.0,0.0
