team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,49.786,30.214,0.142,0.265,0.413,0.663,0.962
DEN,51.118,28.882,0.126,0.233,0.381,0.613,0.952
PHO,48.827,31.173,0.103,0.197,0.355,0.583,0.918
MIL,47.222,32.778,0.083,0.165,0.316,0.588,0.922
CLE,45.657,34.343,0.076,0.144,0.292,0.521,0.872
PHI,46.444,33.556,0.07,0.153,0.272,0.51,0.871
LAL,44.581,35.419,0.059,0.114,0.201,0.398,0.728
GSW,45.277,34.723,0.053,0.094,0.204,0.387,0.791
NYK,43.024,36.976,0.037,0.094,0.182,0.372,0.744
MEM,40.46,39.54,0.036,0.05,0.121,0.239,0.495
LAC,45.088,34.912,0.03,0.074,0.173,0.356,0.761
NOP,43.939,36.061,0.029,0.06,0.135,0.305,0.678
OKC,43.086,36.914,0.028,0.046,0.111,0.264,0.626
MIN,42.365,37.635,0.022,0.051,0.116,0.259,0.591
DAL,42.949,37.051,0.018,0.044,0.108,0.268,0.612
ATL,40.76,39.24,0.015,0.036,0.113,0.235,0.591
MIA,40.911,39.089,0.013,0.045,0.111,0.276,0.618
IND,40.218,39.782,0.013,0.034,0.074,0.201,0.555
TOR,37.669,42.331,0.009,0.019,0.063,0.156,0.427
SAC,41.132,38.868,0.008,0.019,0.058,0.19,0.494
ORL,38.148,41.852,0.006,0.017,0.048,0.148,0.455
CHI,35.564,44.436,0.006,0.014,0.053,0.13,0.342
UTA,33.95,46.05,0.006,0.008,0.017,0.068,0.173
CHO,33.715,46.285,0.003,0.005,0.015,0.065,0.225
HOU,30.973,49.027,0.003,0.005,0.011,0.035,0.085
BRK,35.477,44.523,0.002,0.008,0.038,0.097,0.299
POR,27.42,52.58,0.002,0.003,0.004,0.016,0.04
SAS,28.352,51.648,0.001,0.002,0.005,0.019,0.056
DET,29.069,50.931,0.001,0.001,0.006,0.02,0.07
WAS,26.819,53.181,0.0,0.0,0.004,0.018,0.047
