team,wins,losses,champion,finals,conference_finals,second_round,playoffs
BOS,64.66,17.34,0.224,0.355,0.523,0.74,1.0
DEN,56.474,25.526,0.116,0.222,0.399,0.654,1.0
MIL,49.739,32.261,0.107,0.191,0.379,0.636,1.0
PHO,48.677,33.323,0.093,0.179,0.304,0.509,0.894
CLE,48.396,33.604,0.08,0.141,0.288,0.597,0.997
MIN,55.892,26.108,0.062,0.129,0.272,0.533,1.0
OKC,55.124,26.876,0.046,0.097,0.214,0.467,1.0
DAL,50.051,31.949,0.043,0.107,0.211,0.452,0.99
PHI,45.636,36.364,0.04,0.086,0.196,0.402,0.897
LAC,51.887,30.113,0.034,0.083,0.2,0.492,0.999
NYK,47.421,34.579,0.033,0.072,0.189,0.468,0.979
NOP,47.368,34.632,0.02,0.062,0.129,0.283,0.667
IND,46.159,35.841,0.02,0.059,0.127,0.346,0.908
MIA,45.878,36.122,0.02,0.043,0.136,0.33,0.879
SAC,46.763,35.237,0.017,0.042,0.092,0.226,0.553
LAL,46.969,35.031,0.015,0.046,0.109,0.249,0.593
GSW,45.281,36.719,0.014,0.033,0.07,0.135,0.304
ORL,47.281,34.719,0.012,0.044,0.136,0.398,0.959
CHI,39.476,42.524,0.003,0.005,0.018,0.054,0.239
ATL,37.796,44.204,0.001,0.004,0.008,0.029,0.142
HOU,40.491,41.509,0.0,0.0,0.0,0.0,0.0
BRK,32.914,49.086,0.0,0.0,0.0,0.0,0.0
UTA,30.536,51.464,0.0,0.0,0.0,0.0,0.0
MEM,28.824,53.176,0.0,0.0,0.0,0.0,0.0
TOR,25.818,56.182,0.0,0.0,0.0,0.0,0.0
POR,22.518,59.482,0.0,0.0,0.0,0.0,0.0
SAS,21.082,60.918,0.0,0.0,0.0,0.0,0.0
CHO,20.382,61.618,0.0,0.0,0.0,0.0,0.0
WAS,16.325,65.675,0.0,0.0,0.0,0.0,0.0
DET,14.182,67.818,0.0,0.0,0.0,0.0,0.0
